


.DATE		Jul. 93
.STYLE		PRINTED
.WRITER_ID	ktum
	54 82
	54 78
	53 74
	51 71
	50 67
	49 64
	48 61
	47 58
	47 55
	47 52
	47 49
	47 46
	48 43
	48 40
	51 38
	54 37
	57 38
	59 41
	62 44
	65 46
	67 50
	71 53
	74 56
	76 59
	79 62
	80 65
	82 69
	83 72
	84 75
	81 76
	80 73
	77 70
	76 66
	74 61
	74 58
	73 55
	73 51
	72 47
	71 43
	70 39
	69 36
	68 32
	66 29
	65 26
	64 23
	62 19
	61 16
	60 13
	58 10
	56 7
	54 4
	52 1
	49 1
	46 0
	43 2
	43 5
	42 8
	42 11
	41 14
	40 17
	40 20
	43 21
	46 22
	49 23
	53 23
	56 23
	60 23
	64 23
	67 23
	70 24
	73 24
	76 24
.PEN_UP
.PEN_DOWN
	14 66
	17 68
	21 70
	24 72
	27 73
	30 74
	33 76
	36 77
	39 77
	43 79
	46 78
	49 78
	52 77
	54 74
	57 71
	58 68
	58 65
	57 62
	56 59
	55 56
	53 53
	52 50
	49 47
	48 44
	46 41
	44 38
	41 36
	38 34
	35 33
	32 32
	29 31
	26 31
	23 32
	20 33
	19 36
	18 39
	21 43
	24 45
	27 47
	30 47
	33 48
	36 48
	40 50
	43 50
	47 50
	51 50
	54 50
	56 47
	56 44
	56 41
	56 38
	55 35
	53 32
	51 29
	49 26
	48 23
	46 20
	43 16
	41 13
	38 10
	35 7
	32 4
	29 1
	26 0
	22 1
	20 4
	19 7
	19 10
	21 14
	23 17
	25 20
	28 22
	33 26
	37 28
	40 29
	43 30
	47 31
	52 34
	57 34
	60 34
	65 33
	68 33
	71 33
	75 33
	79 33
	82 34
	85 36
	88 37
.PEN_UP
.PEN_DOWN
	65 64
	62 65
	58 66
	55 67
	52 67
	49 66
	45 62
	42 62
	39 59
	36 56
	33 53
	31 50
	28 46
	25 42
	24 39
	22 36
	20 32
	19 29
	18 25
	17 21
	17 17
	16 14
	16 11
	15 8
	16 5
	16 2
	19 0
	22 1
	25 2
	28 2
	31 2
	33 5
	36 7
	39 9
	42 12
	46 15
	49 19
	51 22
	53 25
	55 28
	57 31
	57 34
	59 37
	59 40
	61 44
	63 47
	64 50
	65 53
	66 56
	68 59
	65 58
	64 55
	62 52
	62 49
	61 46
	60 42
	59 39
	58 36
	58 33
	58 30
	58 27
	58 24
	59 21
	60 18
	61 15
	64 12
	66 9
	69 8
	72 8
	75 6
.PEN_UP
.PEN_DOWN
	24 42
	27 43
	29 46
	32 47
	36 50
	40 53
	43 55
	47 57
	48 60
	50 63
	52 66
	51 63
	49 60
	48 56
	47 52
	44 51
	43 45
	40 43
	39 39
	36 36
	33 31
	32 28
	29 24
	29 19
	26 17
	24 13
	23 9
	23 6
	21 3
	20 0
	22 3
	25 8
	27 12
	31 16
	33 21
	37 25
	39 30
	42 36
	45 37
	45 40
	47 43
	50 47
	51 50
	52 53
	55 55
	57 59
	61 62
	64 64
	67 64
	70 63
	72 60
	72 57
	73 53
	73 49
	73 46
	72 43
	72 40
	68 38
	64 35
	61 33
	58 31
	55 31
	51 30
	48 33
	45 35
	42 36
	39 36
	42 36
	45 36
	48 36
	51 37
	54 35
	57 34
	60 31
	60 28
	61 25
	61 22
	61 19
	61 16
	61 13
	61 10
	59 7
	56 5
	53 3
	50 3
	47 3
	44 3
	41 3
	38 5
	34 6
	33 10
	30 12
	32 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 53
	30 53
	33 54
	37 55
	40 55
	43 56
	47 57
	50 57
	53 57
	56 55
	55 52
	55 49
	55 45
	55 41
	58 40
	61 39
	64 39
	67 40
	71 41
	74 42
	77 43
	80 46
	77 47
	74 47
	71 44
	69 41
	67 38
	66 34
	65 30
	64 26
	63 22
	62 19
	60 16
	59 12
	58 9
	58 6
	56 3
	53 1
	50 0
	47 0
	44 1
	40 3
	37 4
	37 7
	38 10
	40 13
	44 12
.PEN_UP
.PEN_DOWN
	49 29
	52 29
	56 28
	60 28
	64 28
	67 27
	70 27
	73 29
	75 28
.PEN_UP
.PEN_DOWN
	74 33
	73 30
	72 27
	72 22
	74 19
	78 17
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 19
	36 20
	33 21
	30 22
	29 25
	28 28
	28 31
	28 34
	29 37
	29 40
	30 43
	32 46
	33 49
	35 53
	38 56
	39 59
	42 62
	43 65
	45 68
	48 69
	51 72
	54 74
	57 76
	60 76
	61 73
	62 70
	63 67
	65 64
	67 61
	67 58
	67 55
	67 52
	67 49
	67 46
	66 43
	65 40
	63 37
	62 34
	60 31
	58 28
	55 25
	54 22
	51 19
	50 16
	46 14
	44 11
	41 9
	38 7
	35 5
	32 4
	29 2
	26 1
	28 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 76
	24 73
	27 70
	30 67
	31 64
	32 61
	33 58
	33 55
	33 52
	32 48
	32 44
	30 41
	30 37
	28 33
	28 30
	26 26
	26 23
	25 20
	24 17
	22 14
	20 11
	16 8
	13 5
	10 3
	7 1
	7 0
.PEN_UP
.PEN_DOWN
	72 74
	69 72
	67 69
	65 66
	65 63
	63 60
	62 57
	60 54
	59 51
	57 48
	55 45
	54 42
	52 39
	50 36
	49 33
	47 30
	44 28
	41 27
	38 26
	35 26
	32 26
	29 27
	28 30
	31 30
	34 30
	37 30
	40 28
	43 27
	46 26
	48 23
	51 21
	52 18
	55 15
	57 12
	59 9
	62 7
	65 6
	68 6
	71 6
	74 6
	77 6
	78 7
.PEN_UP
.PEN_DOWN
	69 62
	66 63
	62 64
	59 65
	56 65
	53 65
	50 64
	46 62
	45 59
	43 56
	42 53
	40 50
	38 47
	35 45
	34 42
	34 39
	33 36
	31 33
	28 30
	27 27
	25 24
	24 21
	23 18
	21 15
	19 12
	17 9
	15 6
	14 3
	11 0
	11 3
	14 4
	17 5
	20 5
	23 6
	26 7
	29 8
	32 8
	35 8
	38 8
	41 8
	45 6
	48 5
	51 3
	54 3
	58 2
	61 2
	64 2
	67 2
	70 2
	71 2
.PEN_UP
.PEN_DOWN
	21 47
	20 50
	23 53
	26 55
	29 56
	32 57
	35 57
	38 58
	39 55
	38 52
	36 49
	36 46
	35 43
	33 40
	33 37
	32 34
	30 31
	26 26
	24 22
	21 19
	20 16
	19 13
	19 10
	17 7
	15 4
	15 1
	16 4
	18 7
	21 10
	23 13
	26 16
	28 19
	32 24
	35 28
	39 32
	42 36
	45 38
	47 41
	51 44
	52 47
	54 44
	56 41
	55 38
	53 35
	52 32
	49 28
	49 25
	47 22
	46 19
	45 15
	44 11
	42 8
	40 5
	41 8
	42 11
	45 14
	48 17
	50 21
	53 24
	54 27
	57 30
	61 32
	63 35
	66 37
	66 34
	66 31
	66 28
	66 24
	64 21
	64 18
	63 14
	62 11
	61 8
	62 5
	65 2
	68 1
	71 1
	75 0
	78 0
	80 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	43 0
	47 2
	50 3
	53 5
	56 7
	59 10
	61 13
	62 17
	64 21
	65 24
	66 27
	68 30
	68 33
	69 36
	69 40
	69 43
	68 46
	68 49
	66 52
	63 54
	60 55
	56 55
	53 55
	50 55
	46 53
	42 51
	40 48
	38 44
	36 41
	34 38
	32 34
	31 31
	31 28
	31 24
	33 21
	33 18
	34 15
	35 12
	36 9
	39 6
	42 4
	45 2
	48 1
	51 2
	54 3
	55 6
	58 8
	59 11
	59 14
	59 17
	56 20
	54 23
	51 23
	48 20
	47 17
	49 13
	53 11
	57 9
	60 9
	63 8
	66 8
	69 8
	73 8
	76 7
	79 7
	82 7
.PEN_UP
.PEN_DOWN
	38 69
	37 66
	36 63
	35 60
	32 53
	30 48
	29 45
	28 40
	26 37
	25 34
	24 30
	24 27
	23 24
	23 21
	22 16
	20 13
	18 10
	18 7
	17 3
	15 0
	16 3
	17 6
	19 9
	21 12
	22 15
	24 19
	24 22
	26 26
	27 29
	28 32
	29 35
	31 38
	34 43
	37 47
	41 51
	44 53
	46 56
	48 59
	51 61
	54 64
	57 64
	58 61
	58 58
	59 55
	59 52
	59 49
	55 46
	52 43
	49 42
	46 40
	43 39
	40 38
	37 38
	34 38
	37 37
	40 35
	42 32
	44 29
	45 26
	47 23
	47 20
	50 18
	52 15
	55 14
	58 12
	59 9
	62 8
	65 7
	68 7
	71 9
	73 12
	77 13
	79 16
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	12 53
	16 55
	19 56
	24 57
	27 58
	29 55
	31 52
	32 49
	32 46
	31 43
	28 40
	27 36
	25 33
	24 30
	22 27
	20 24
	20 19
	19 16
	19 13
	19 10
	19 7
	19 4
	23 2
	26 2
	29 2
	32 4
	36 7
	39 11
	42 13
	44 16
	46 19
	48 22
	49 25
	52 27
	52 30
	54 33
	57 37
	60 41
	62 44
	65 46
	67 49
	64 49
	62 46
	61 43
	59 40
	56 36
	55 32
	52 30
	51 27
	50 24
	49 21
	48 18
	48 15
	48 12
	48 9
	48 6
	48 3
	50 0
	53 0
	56 0
	59 1
	62 3
	65 7
	67 10
	69 13
	71 16
	72 20
	73 24
	74 28
	75 32
	75 35
	76 38
	76 41
	77 44
	77 47
	80 49
	83 51
	86 51
	89 51
	92 49
	97 47
.PEN_UP
.PEN_DOWN
	29 60
	29 63
	32 63
	35 63
	38 63
	41 62
	43 59
	45 56
	47 53
	49 50
	50 47
	50 44
	50 41
	50 38
	50 35
	49 32
	49 29
	49 26
	49 23
	49 19
	49 16
	50 13
	52 10
	54 7
	57 4
	60 2
	63 0
	66 0
	69 2
	72 2
	74 5
	71 5
	69 5
.PEN_UP
.PEN_DOWN
	77 56
	74 58
	71 58
	68 57
	65 56
	64 53
	62 50
	59 48
	57 44
	55 41
	55 38
	54 34
	53 30
	51 27
	50 24
	49 21
	48 18
	46 15
	43 13
	41 10
	38 10
	35 7
	32 6
	29 5
	26 4
	28 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 51
	21 54
	24 55
	28 58
	32 59
	36 62
	39 64
	42 68
	44 71
	45 74
	45 71
	44 68
	43 65
	42 62
	40 58
	39 55
	36 51
	34 48
	33 45
	30 39
	28 36
	26 32
	24 29
	23 24
	21 20
	20 17
	20 12
	18 9
	18 6
	17 3
	16 0
	16 4
	17 7
	18 11
	21 15
	24 18
	25 21
	25 24
	29 29
	30 32
	32 35
	34 38
	37 41
	38 44
	41 49
	43 52
	46 56
	51 59
	56 62
	60 62
	63 62
	66 61
	69 58
	69 55
	70 52
	70 49
	67 45
	62 41
	59 39
	56 37
	53 36
	50 35
	47 35
	44 35
	41 34
	44 36
	45 33
	48 32
	51 29
	53 26
	56 24
	58 21
	61 20
	62 17
	61 14
	59 10
	57 7
	54 5
	52 2
	49 0
	46 0
	42 1
	39 2
	36 3
	33 4
	29 6
	25 9
	21 12
	21 11
.PEN_UP
.PEN_DOWN
	57 46
	59 49
	58 52
	55 55
	52 57
	49 58
	46 57
	42 55
	39 51
	36 50
	35 46
	31 43
	31 40
	28 37
	26 34
	25 31
	24 27
	23 23
	23 20
	22 17
	22 14
	22 10
	21 7
	21 4
	22 1
	25 0
	29 0
	32 0
	35 0
	40 0
	43 0
	46 0
	49 0
	52 0
	55 2
	55 5
	58 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	69 94
	67 97
	63 99
	61 102
	58 102
	55 102
	52 101
	49 100
	45 99
	41 98
	37 95
	35 92
	32 88
	29 84
	28 81
	26 77
	23 73
	22 68
	19 62
	19 58
	17 55
	17 51
	17 47
	15 44
	15 40
	14 37
	14 34
	16 31
	19 32
	22 32
	25 34
	28 36
	31 38
	33 41
	36 43
	38 46
	40 50
	43 53
	44 56
	47 59
	49 62
	51 65
	52 69
	55 73
	56 76
	59 80
	61 83
	62 86
	63 89
	63 92
	63 95
	63 98
	63 101
	60 100
	60 97
	58 93
	57 90
	56 87
	55 84
	54 81
	52 78
	51 75
	51 71
	50 67
	50 63
	48 59
	48 55
	47 51
	47 47
	47 43
	46 39
	45 35
	43 31
	43 28
	42 24
	41 20
	40 17
	38 13
	38 10
	36 7
	33 5
	31 2
	28 0
	25 0
	22 1
	19 3
	19 6
	19 9
	19 12
	21 16
	23 19
	26 21
	29 22
	33 24
	37 26
	40 26
	43 28
	47 31
	51 34
	54 35
	57 38
	60 39
	65 42
.PEN_UP
.PEN_DOWN
	26 72
	27 69
	28 66
	30 63
	31 59
	33 55
	34 51
	34 48
	34 45
	34 42
	33 39
	33 36
	32 33
	31 30
	30 26
	28 21
	27 18
	25 15
	22 12
	19 10
	16 7
	14 4
	12 1
	11 0
.PEN_UP
.PEN_DOWN
	70 70
	70 67
	69 64
	69 61
	68 58
	67 55
	67 51
	67 47
	66 44
	64 41
	64 37
	63 34
	62 31
	61 28
	60 25
	58 22
	57 19
	56 16
	53 14
	50 13
	49 10
	47 7
	44 6
	40 5
	37 4
	34 4
	31 5
	28 7
	28 10
	28 13
	31 15
	34 17
	37 18
	40 17
	43 17
	46 14
	49 12
	52 9
	55 9
	58 8
	61 7
	64 7
	67 7
	70 6
	74 8
.PEN_UP
.PEN_DOWN
	46 20
	43 20
	40 20
	36 20
	33 22
	32 25
	30 28
	29 31
	27 34
	27 37
	27 40
	27 43
	29 46
	31 49
	33 53
	36 57
	39 59
	41 62
	43 65
	46 67
	48 70
	51 71
	54 73
	57 74
	60 75
	63 76
	66 76
	68 73
	69 70
	69 67
	70 64
	70 61
	71 58
	71 55
	71 52
	71 49
	70 46
	70 43
	69 40
	68 37
	67 34
	66 31
	64 28
	63 25
	61 22
	58 20
	57 17
	54 16
	52 13
	50 10
	47 9
	44 7
	42 4
	39 3
	36 1
	39 0
.PEN_UP
.PEN_DOWN
	54 29
	51 31
	47 33
	46 36
	45 39
	44 42
	43 45
	43 48
	42 52
	43 55
	43 58
	43 61
	43 64
	46 67
	49 71
	49 74
	51 77
	53 80
	55 83
	57 86
	59 89
	62 91
	65 91
	68 91
	68 88
	67 85
	67 82
	67 79
	67 76
	65 73
	64 70
	63 67
	61 63
	60 60
	58 57
	56 54
	56 51
	55 48
	52 45
	51 42
	49 39
	46 36
	44 33
	43 29
	41 26
	40 23
	38 20
	37 17
	35 14
	33 11
	29 8
	26 6
	23 4
	20 2
	17 0
	18 3
	18 6
	20 10
	21 13
	23 16
	26 18
	31 21
	34 23
	37 24
	40 26
	43 27
	46 28
	50 30
	55 32
	58 34
	62 35
	66 35
	69 37
	73 38
	77 39
	80 41
	84 41
	88 42
	91 43
	92 43
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	64 66
	61 66
	57 66
	54 66
	51 63
	50 60
	47 57
	46 53
	45 50
	44 48
	45 45
	44 41
	42 37
	41 33
	39 29
	37 26
	35 23
	34 20
	33 17
	31 14
	28 11
	26 8
	23 5
	20 2
	17 0
	13 0
	11 2
	11 5
	11 8
	13 11
	14 12
	17 13
	20 14
	23 15
	26 15
	29 15
	32 13
	35 12
	37 9
	40 9
	44 8
	48 7
	51 6
	54 5
	57 4
	61 4
	64 4
	65 5
	71 6
	74 6
	76 9
	79 11
	79 14
	81 17
	84 20
	88 21
.PEN_UP
.PEN_DOWN
	11 50
	15 53
	18 56
	21 58
	25 61
	29 63
	32 65
	35 67
	36 64
	37 61
	36 58
	35 55
	34 52
	32 48
	31 45
	29 41
	27 38
	26 35
	25 32
	25 29
	23 26
	22 23
	22 20
	21 17
	20 14
	19 11
	18 8
	17 5
	14 2
	15 5
	16 8
	18 11
	19 14
	23 19
	25 23
	28 26
	30 30
	33 33
	36 37
	38 40
	40 43
	43 45
	46 48
	49 51
	51 54
	53 57
	56 59
	57 55
	57 52
	56 49
	55 46
	53 43
	52 40
	49 37
	47 34
	45 30
	42 27
	41 24
	39 21
	38 18
	38 15
	36 12
	35 9
	34 6
	34 3
	34 0
	34 3
	36 6
	38 9
	38 12
	41 14
	43 18
	46 21
	47 24
	50 27
	53 32
	56 35
	59 38
	60 41
	64 43
	66 46
	66 43
	65 40
	65 37
	64 34
	63 31
	62 28
	62 25
	60 20
	60 16
	60 13
	60 10
	59 7
	59 4
	62 1
	65 1
	68 0
	71 0
	74 1
	77 3
	77 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	55 51
	54 54
	51 56
	48 57
	45 56
	41 52
	39 49
	35 45
	34 42
	33 39
	32 35
	31 31
	31 28
	30 24
	30 21
	29 18
	29 15
	29 12
	30 9
	31 6
	34 3
	37 2
	40 0
	43 0
	47 1
	50 2
	53 5
	56 6
	60 8
	63 11
	65 14
	68 17
	69 21
	69 24
	70 27
	71 30
	71 33
	71 37
	71 40
	70 43
	69 47
	69 51
	68 54
	67 57
	65 60
	62 60
	59 60
	56 58
	54 55
	54 52
	54 49
	53 46
	53 43
	55 40
	55 37
	59 34
	63 33
	66 32
	69 32
	73 32
	78 32
	81 32
	84 32
	87 35
	89 37
.PEN_UP
.PEN_DOWN
	46 73
	44 69
	41 64
	40 59
	38 56
	36 52
	34 48
	32 44
	31 38
	28 35
	27 32
	27 29
	25 24
	25 21
	23 17
	22 14
	19 9
	19 6
	18 3
	17 0
	18 3
	19 6
	21 11
	24 14
	25 18
	28 22
	31 27
	33 30
	34 34
	37 38
	40 44
	42 49
	45 52
	46 56
	48 59
	51 62
	54 65
	57 67
	61 67
	64 68
	67 68
	70 67
	73 66
	74 63
	76 60
	76 55
	75 52
	74 49
	71 48
	71 45
	68 42
	65 40
	62 39
	58 39
	54 39
	51 40
	48 41
	45 42
	42 43
	40 44
.PEN_UP
.PEN_DOWN
	50 6
	53 7
	56 8
	59 8
	61 11
	64 14
	65 17
	67 20
	70 24
	70 28
	71 32
	71 35
	71 38
	70 42
	70 45
	69 49
	69 52
	67 55
	67 58
	65 62
	64 65
	61 66
	58 67
	55 67
	52 66
	49 64
	46 63
	43 61
	41 58
	39 55
	36 51
	34 48
	32 45
	30 41
	29 38
	29 33
	29 29
	29 26
	29 23
	29 20
	29 17
	29 14
	30 11
	30 8
	32 5
	35 3
	38 2
	41 0
	44 0
	47 1
	50 2
	53 4
	56 7
	57 10
	57 13
	57 16
	57 20
	56 23
	53 25
	50 25
	49 22
	48 19
	47 16
	46 13
	46 10
	48 7
	52 5
	55 4
	58 3
	61 3
	64 3
	68 3
	71 3
	75 6
	78 8
.PEN_UP
.PEN_DOWN
	39 75
	39 78
	40 75
	39 72
	38 68
	36 63
	34 60
	32 57
	31 54
	30 51
	28 47
	26 44
	25 41
	21 35
	20 32
	19 28
	17 25
	16 21
	15 18
	14 15
	12 12
	11 9
	11 6
	10 3
	8 0
	7 3
	8 6
	9 9
	11 13
	12 16
	15 20
	16 25
	19 29
	21 35
	25 40
	28 45
	31 49
	33 53
	37 56
	40 59
	43 61
	47 63
	50 64
	53 65
	56 63
	59 59
	61 56
	64 54
	66 51
	64 48
	62 45
	59 42
	56 41
	50 40
	47 39
	44 39
	41 41
	38 43
	38 46
	41 45
	44 43
	46 40
	47 37
	49 34
	49 31
	51 28
	53 25
	55 22
	58 19
	60 16
	63 14
	66 13
	69 13
	72 15
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 71
	25 69
	28 67
	32 65
	35 62
	38 61
	41 60
	44 60
	48 60
	51 61
	56 64
	60 65
	63 68
	66 70
	69 72
	66 70
	64 67
	63 62
	63 59
	61 56
	61 53
	60 50
	59 47
	59 44
	58 41
	58 38
	58 35
	57 32
	56 28
	55 25
	55 22
	55 19
	54 16
	53 13
	52 10
	50 7
	48 4
	45 1
	42 0
	39 0
	37 3
	34 5
	36 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 50
	25 51
	28 54
	31 56
	34 58
	38 58
	41 58
	44 55
	44 51
	44 48
	42 45
	41 41
	37 37
	36 34
	33 30
	31 26
	31 22
	30 18
	29 15
	29 10
	31 7
	33 4
	36 2
	39 0
	42 0
	45 0
	48 1
	51 3
	52 6
	53 9
	53 12
	54 16
	55 19
	55 23
	56 27
	59 30
	61 34
	63 37
	64 40
	64 43
	65 46
	67 49
	70 50
	73 51
	75 48
	76 45
	77 42
	80 41
	84 41
.PEN_UP
.PEN_DOWN
	17 39
	19 42
	20 45
	23 47
	25 50
	28 50
	32 51
	35 51
	36 48
	36 44
	36 41
	34 38
	32 35
	30 32
	28 29
	27 26
	24 23
	22 20
	21 17
	20 14
	20 11
	20 8
	20 5
	22 2
	25 0
	28 1
	31 3
	34 6
	37 9
	40 13
	43 15
	45 19
	47 23
	49 26
	50 32
	52 36
	53 39
	54 42
	56 45
	57 48
	54 46
	51 41
	50 38
	49 34
	48 30
	47 27
	47 24
	46 21
	46 17
	45 14
	45 10
	45 7
	47 4
	50 4
	53 4
	56 6
	58 9
	61 12
	63 17
	64 20
	65 23
	66 26
	67 29
	68 32
	68 35
	69 38
	69 41
	69 44
	69 47
	72 50
	75 51
	78 51
	82 50
	84 46
	87 48
	89 48
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 63
	24 66
	26 69
	27 73
	30 77
	33 79
	35 82
	38 84
	41 85
	44 86
	47 87
	50 88
	53 88
	56 88
	57 85
	56 81
	55 78
	53 75
	52 71
	50 68
	50 64
	48 59
	48 56
	48 53
	48 50
	47 46
	47 43
	48 40
	51 40
	54 41
	57 43
	59 46
	60 49
	63 53
	64 56
	67 60
	70 64
	72 67
	72 70
	73 73
	74 76
	75 79
	75 82
	73 79
	72 76
	70 73
	69 70
	68 66
	66 61
	66 57
	66 53
	65 49
	64 46
	63 42
	61 37
	60 34
	59 31
	58 28
	57 25
	56 22
	55 17
	54 14
	53 11
	51 8
	51 5
	48 5
	45 3
	42 1
	39 0
	36 0
	33 1
	32 4
	32 7
	34 11
	36 14
	40 17
	44 20
	48 22
	53 23
	57 23
	61 24
	64 25
	67 25
	71 27
	74 29
	77 32
	79 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	60 61
	62 64
	59 66
	57 69
	53 70
	50 72
	47 73
	44 73
	41 72
	38 68
	35 66
	33 61
	30 57
	29 54
	27 49
	25 45
	22 41
	21 37
	19 34
	19 31
	18 27
	17 23
	17 19
	17 14
	17 11
	17 8
	19 4
	21 1
	24 0
	27 0
	31 1
	34 3
	37 6
	39 9
	44 12
	45 16
	47 19
	51 24
	52 27
	55 31
	56 34
	59 37
	61 41
	64 44
	66 48
	68 51
	70 54
	70 57
	73 59
	70 59
	69 56
	66 51
	64 48
	63 45
	62 41
	61 38
	60 33
	60 30
	60 26
	60 22
	61 19
	62 16
	63 13
	66 11
	69 11
	72 12
	75 12
.PEN_UP
.PEN_DOWN
	44 85
	41 83
	38 79
	38 76
	36 72
	35 69
	34 66
	33 61
	31 57
	30 54
	28 47
	26 43
	25 39
	23 34
	23 31
	22 26
	20 23
	18 20
	17 17
	16 14
	14 11
	12 7
	10 3
	9 0
	9 3
	10 7
	11 12
	13 15
	16 17
	17 20
	20 24
	23 28
	24 31
	28 36
	32 41
	35 45
	38 48
	41 52
	43 55
	46 58
	50 61
	53 63
	57 65
	60 66
	63 66
	66 66
	69 66
	72 64
	75 61
	75 58
	74 55
	71 52
	68 50
	62 48
	59 46
	56 44
	53 43
	50 43
	47 43
	44 43
	41 45
	38 45
	41 44
	44 45
	47 43
	50 40
	53 38
	53 34
	56 31
	57 27
	59 23
	60 20
	60 17
	61 14
	59 11
	56 11
	53 10
	50 9
	47 8
	44 8
	41 8
	40 11
	36 15
	33 17
	30 19
	27 21
	30 21
	32 18
	35 17
	36 16
.PEN_UP
.PEN_DOWN
	58 50
	59 53
	59 56
	56 59
	52 63
	49 64
	46 64
	43 64
	40 64
	36 64
	33 63
	29 61
	27 58
	25 55
	24 51
	22 47
	21 43
	21 39
	20 36
	19 32
	17 29
	17 26
	17 23
	16 19
	16 16
	16 13
	17 9
	20 7
	24 5
	27 5
	30 3
	34 2
	37 1
	40 1
	43 0
	46 1
	49 2
	52 3
.PEN_UP
.PEN_DOWN
	41 69
	40 66
	37 61
	36 58
	35 55
	34 52
	33 49
	33 46
	32 43
	31 39
	30 35
	29 32
	28 29
	26 25
	23 21
	22 18
	20 15
	20 12
	19 9
	19 6
	19 3
	18 0
	19 4
	20 8
	22 11
	24 16
	26 19
	27 22
	29 25
	30 29
	32 33
	32 37
	35 39
	37 43
	39 46
	42 48
	44 51
	47 53
	49 56
	52 57
	55 58
	58 58
	61 59
	64 59
	67 58
	68 55
	68 52
	69 48
	70 44
	71 41
	72 38
	72 35
	72 32
	72 29
	72 26
	73 23
	73 20
	74 17
	72 14
	70 11
	68 8
	66 5
	62 3
	59 2
	56 1
	53 0
	50 0
	47 0
	44 0
	41 0
	38 1
	37 4
	36 7
	38 10
	41 13
	44 14
	47 14
	50 12
	53 10
	57 8
	60 7
	63 5
	66 5
	69 4
	72 4
	75 4
	78 4
	81 5
	84 6
	90 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 75
	21 72
	21 69
	22 66
	23 61
	24 58
	25 54
	25 50
	26 46
	27 43
	27 38
	27 34
	27 31
	26 27
	25 23
	24 19
	21 15
	19 11
	18 8
	15 6
	12 4
	9 2
	6 1
	3 0
	6 2
.PEN_UP
.PEN_DOWN
	62 70
	61 67
	61 64
	61 61
	60 58
	59 54
	58 50
	56 46
	55 43
	54 40
	53 36
	52 33
	51 29
	50 26
	50 23
	49 20
	48 17
	48 14
	45 12
	42 10
	39 9
	36 8
	33 9
	30 10
	27 11
	25 14
	28 16
	31 17
	34 17
	37 14
	40 11
	43 10
	46 8
	49 7
	51 4
	54 2
	58 1
	61 1
	65 1
	68 1
	70 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 27
	41 24
	38 25
	35 27
	33 30
	33 33
	32 37
	32 40
	32 43
	33 46
	34 50
	34 53
	35 56
	36 60
	37 66
	38 69
	39 73
	39 76
	41 79
	43 82
	43 85
	46 88
	47 91
	47 94
	49 97
	51 100
	53 103
	56 105
	59 104
	60 100
	61 97
	61 94
	62 91
	62 88
	63 85
	63 82
	63 79
	62 76
	61 73
	61 70
	60 67
	59 63
	59 60
	58 57
	57 54
	55 51
	54 48
	52 45
	50 42
	49 39
	46 35
	44 31
	42 28
	39 25
	38 22
	36 19
	33 15
	32 12
	31 9
	28 6
	26 3
	23 1
	20 0
	19 3
	19 6
	19 10
	19 13
	21 16
	23 19
	26 21
	29 22
	32 23
	35 23
	38 25
	41 25
	45 25
	49 26
	52 27
	56 28
	59 28
	63 29
	66 30
	71 31
	76 33
	79 34
	82 35
	85 35
	88 35
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	68 56
	67 59
	64 60
