


.DATE		Jul. 93
.STYLE		PRINTED
.WRITER_ID	swlee
	42 61
	42 64
	42 59
	41 56
	40 53
	39 50
	38 47
	37 43
	36 39
	35 35
	33 32
	32 28
	31 24
	29 17
	28 14
	27 11
	25 7
	24 3
	23 0
	25 3
	27 7
.PEN_UP
.PEN_DOWN
	38 60
	41 63
	44 64
	47 64
	50 64
	54 64
	58 63
	61 62
	64 59
	67 56
	70 50
	72 47
	73 44
	73 40
	72 36
	70 33
	70 30
	67 27
	64 24
	61 22
	57 19
	54 18
	50 17
	47 17
	41 18
	37 19
	35 22
	33 25
	31 28
	31 31
	32 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 59
	28 55
	28 52
	27 48
	26 45
	26 42
	25 39
	23 34
	23 31
	23 28
	22 23
	22 20
	21 15
	21 10
	22 6
	22 3
	23 0
	26 0
	28 3
	30 7
	32 10
	35 15
	38 20
	41 24
	43 28
	44 32
	45 35
	47 38
	48 41
	48 44
	47 40
	47 37
	46 32
	45 29
	45 26
	45 23
	44 18
	44 15
	45 11
	45 6
	47 3
	50 1
	53 1
	56 3
	61 8
	63 11
	66 16
	68 19
	69 22
	72 27
	72 30
	72 35
	72 40
	72 43
	72 46
	70 51
	68 54
	67 57
	65 60
	63 63
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 77
	20 74
	20 71
	22 67
	24 62
	25 59
	27 54
	28 51
	31 47
	34 42
	36 39
	37 36
	39 33
	39 36
	40 39
	41 40
.PEN_UP
.PEN_DOWN
	76 67
	73 66
	70 64
	67 61
	63 58
	58 53
	51 47
	48 45
	44 42
	40 40
	37 37
	40 38
	40 34
	39 31
	37 25
	37 22
	36 18
	35 14
	34 11
	33 8
	32 5
	31 2
	30 0
.PEN_UP
.PEN_DOWN
	33 60
	37 60
	40 60
	43 60
	46 59
	49 59
	54 59
	57 59
	63 59
	66 59
	63 60
	60 57
	58 54
	55 51
	51 45
	48 42
	43 37
	40 34
	38 31
	35 28
	33 25
	30 22
	26 17
	23 15
	20 11
	17 7
	15 4
	18 1
	22 1
	25 1
	30 1
	34 1
	37 1
	41 0
	45 0
	49 0
	52 0
	55 0
	56 3
	56 5
.PEN_UP
.PEN_DOWN
	27 42
	30 40
	33 38
	37 37
	41 35
	45 33
	49 31
	53 29
	58 27
	61 26
	57 28
.PEN_UP
.PEN_DOWN
	59 67
	59 64
	57 58
	55 54
	54 51
	53 45
	51 42
	50 38
	49 34
	48 30
	47 27
	45 23
	44 19
	43 15
	41 10
	39 4
	38 0
	38 3
	40 5
.PEN_UP
.PEN_DOWN
	59 65
	59 62
	60 59
	61 55
	61 52
	62 48
	63 42
	63 39
	65 35
	66 32
	66 29
	67 25
	67 22
	68 19
	68 16
	68 13
	69 8
	69 4
	69 0
	69 3
	69 6
.PEN_UP
.PEN_DOWN
	52 27
	57 27
	61 28
	67 28
	71 27
	75 27
	73 27
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 63
	25 60
	25 56
	25 53
	25 50
	25 47
	25 43
	25 39
	25 35
	25 31
	25 24
	25 21
	25 18
	25 15
	25 12
	25 9
	25 6
	25 3
	25 0
	26 4
	27 8
	28 11
	29 13
.PEN_UP
.PEN_DOWN
	26 65
	30 66
	33 66
	36 66
	41 66
	46 65
	49 65
	52 64
	58 62
	61 61
	64 60
	69 58
	72 54
	74 50
	74 46
	73 42
	72 39
	71 36
	68 33
	64 28
	59 23
	57 20
	54 18
	51 16
	48 14
	43 11
	38 8
	35 6
	32 5
	29 5
	28 8
	28 9
.PEN_UP
.PEN_DOWN
	30 59
	33 59
	37 59
	43 59
	46 59
	50 60
	54 60
	51 60
.PEN_UP
.PEN_DOWN
	28 57
	28 54
	28 50
	28 46
	27 41
	27 38
	27 35
	27 32
	26 29
	26 25
	26 20
	25 15
	25 12
	25 8
	25 5
	26 2
	29 0
	32 1
	35 1
	38 2
	42 2
	47 4
	51 4
	56 5
	60 5
	58 8
	55 10
.PEN_UP
.PEN_DOWN
	27 28
	30 29
	34 29
	37 29
	40 29
	43 29
	46 30
	50 30
	54 31
	58 31
	59 32
.PEN_UP
.PEN_DOWN
	24 64
	27 64
	30 64
	33 64
	37 64
	41 65
	44 65
	47 66
	50 66
	52 67
.PEN_UP
.PEN_DOWN
	29 63
	29 60
	29 57
	29 54
	29 49
	30 45
	30 42
	30 39
	30 36
	30 32
	30 29
	30 25
	29 22
	29 17
	28 12
	27 8
	27 3
	26 0
	27 3
	29 6
	30 7
.PEN_UP
.PEN_DOWN
	29 34
	33 35
	37 35
	41 35
	44 35
	47 36
	50 36
	49 37
.PEN_UP
.PEN_DOWN
	48 44
	49 41
	49 37
	49 33
	49 29
	49 26
	49 23
	49 20
	50 23
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 64
	33 64
	40 64
	43 64
	47 64
	51 64
	55 64
	58 65
	62 65
	59 65
.PEN_UP
.PEN_DOWN
	45 61
	45 57
	47 54
	48 50
	48 45
	49 42
	50 38
	50 33
	50 29
	50 26
	49 23
	48 19
	48 16
	46 12
	44 8
	41 4
	39 1
	36 0
	33 0
	29 1
	26 3
	23 4
	20 9
	19 12
	17 16
	16 19
	15 22
	15 26
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 53
	23 49
	23 44
	23 41
	23 38
	23 33
	23 30
	23 27
	23 24
	22 20
	22 17
	21 11
	20 6
	19 3
	19 0
	22 3
	23 5
.PEN_UP
.PEN_DOWN
	25 48
	27 45
	29 42
	31 38
	33 34
	35 31
	37 27
	38 24
	40 21
	41 18
	45 18
	47 21
	50 25
	54 29
	59 33
	61 36
	66 40
	70 44
	73 47
	76 51
	77 54
	77 57
	75 60
	73 57
	70 57
	67 55
	67 52
	67 48
	67 44
	66 40
	66 36
	66 33
	66 29
	66 26
	65 20
	65 15
	65 12
	65 8
	65 5
	67 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 57
	36 54
	36 51
	36 48
	36 44
	35 39
	34 35
	33 32
	32 27
	31 24
	30 21
	28 16
	28 13
	26 9
	25 6
	23 3
	22 0
	24 3
	25 4
.PEN_UP
.PEN_DOWN
	32 63
	35 65
	38 65
	41 66
	44 66
	47 66
	51 64
	54 63
	57 61
	61 58
	64 55
	67 52
	67 49
	68 46
	68 43
	66 40
	64 37
	62 34
	59 31
	55 28
	52 26
	46 24
	42 22
	39 22
	36 22
	33 22
	30 23
	27 24
	29 26
.PEN_UP
.PEN_DOWN
	61 63
	58 64
	55 64
	52 64
	48 64
	45 63
	42 62
	39 59
	37 56
	36 52
	34 47
	32 42
	31 38
	29 34
	28 30
	27 27
	27 22
	27 19
	27 15
	27 12
	29 9
	30 6
	34 3
	37 3
	40 3
	44 4
	47 7
	50 9
	55 15
	59 20
	61 25
	64 29
	65 32
	65 37
	67 41
	67 47
	67 51
	67 54
	65 58
	62 60
	58 61
	55 61
	53 57
	53 55
.PEN_UP
.PEN_DOWN
	49 26
	52 23
	54 20
	56 17
	59 14
	63 9
	66 6
	68 3
	70 0
	69 3
.PEN_UP
.PEN_DOWN
	39 59
	39 54
	38 50
	38 47
	37 44
	35 41
	35 38
	34 35
	34 32
	32 26
	31 23
	30 20
	29 17
	27 14
	27 11
	26 7
	25 4
	24 0
	24 3
	27 7
	28 10
.PEN_UP
.PEN_DOWN
	32 58
	31 61
	33 64
	38 66
	42 66
	45 66
	49 66
	53 66
	58 65
	64 65
	68 63
	71 62
	74 60
	74 57
	73 53
	71 50
	70 47
	67 44
	64 41
	61 38
	56 34
	52 31
	49 29
	46 26
	42 24
	38 22
	35 22
	32 22
	31 25
	34 25
	37 23
	40 21
	42 18
	45 15
	48 13
	51 10
	54 8
	57 6
	60 5
	63 5
	66 5
	69 6
	74 8
	77 12
	79 14
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 75
	31 75
	36 74
	40 74
	43 73
	46 73
	53 73
	56 73
	59 73
	62 73
	66 72
	69 72
	73 72
	75 75
	74 75
.PEN_UP
.PEN_DOWN
	52 73
	52 70
	51 67
	50 64
	50 61
	48 57
	48 54
	46 50
	46 47
	44 42
	43 37
	42 34
	42 31
	40 25
	39 22
	39 17
	37 13
	37 9
	36 6
	36 2
	35 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 60
	28 57
	26 54
	25 51
	24 47
	23 44
	22 41
	21 38
	20 33
	20 28
	20 23
	20 19
	20 16
	21 12
	22 8
	23 5
	24 2
	27 0
	30 3
	33 8
	35 13
	36 16
	39 21
	41 26
	43 30
	44 36
	45 39
	46 42
	46 45
	47 42
	46 37
	46 33
	46 30
	46 24
	46 21
	46 17
	47 12
	48 9
	49 5
	52 2
	55 2
	58 4
	61 6
	64 10
	69 17
	72 22
	75 27
	76 30
	78 35
	78 40
	78 43
	78 46
	78 51
	77 56
	75 60
	72 64
	68 68
	60 73
	57 74
	54 67
	56 63
.PEN_UP
.PEN_DOWN
	64 60
	62 57
	59 53
	56 51
	55 48
	52 46
	47 41
	43 36
	40 34
	38 31
	33 26
	31 23
	28 19
	25 14
	22 10
	19 7
	16 3
	14 0
	14 3
.PEN_UP
.PEN_DOWN
	23 61
	24 58
	27 53
	29 49
	30 45
	32 41
	35 37
	36 34
	39 30
	42 25
	45 20
	48 16
	51 11
	53 8
	55 4
	57 0
	59 2
.PEN_UP
.PEN_DOWN
	30 66
	33 63
	36 59
	38 56
	41 54
	43 50
	45 47
	46 44
	48 41
	49 38
	50 41
	51 42
.PEN_UP
.PEN_DOWN
	76 75
	73 71
	71 68
	68 64
	65 60
	62 57
	60 53
	56 49
	54 46
	52 43
	51 40
	50 37
	50 33
	50 29
	50 25
	49 21
	49 17
	48 12
	47 9
	45 6
	45 3
	45 0
	47 3
	48 4
.PEN_UP
.PEN_DOWN
	29 55
	33 55
	36 56
	41 57
	45 58
	48 59
	52 60
	55 61
	58 61
	61 63
	61 60
	59 57
	57 54
	54 50
	49 44
	47 41
	45 38
	41 33
	39 30
	37 27
	35 22
	31 17
	28 11
	26 8
	25 5
	28 4
	32 4
	38 4
	41 4
	45 3
	48 3
	51 2
	55 1
	59 0
	63 0
	66 0
	64 3
	62 4
.PEN_UP
.PEN_DOWN
	33 36
	36 36
	40 35
	43 35
	47 34
	50 34
	53 33
	56 32
	55 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	65 53
	63 56
	60 58
	57 60
	54 60
	50 60
	44 57
	41 55
	36 52
	33 48
	29 44
	28 41
	27 38
	26 29
	26 26
	26 22
	27 19
	27 16
	29 11
	33 7
	36 4
	41 1
	46 0
	51 0
	56 1
	59 1
	64 3
	69 6
	72 8
	75 11
	74 13
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 65
	33 65
	36 66
	39 66
	44 67
	47 68
	52 69
	57 69
	61 70
	64 71
	67 71
	64 72
	63 71
.PEN_UP
.PEN_DOWN
	30 62
	30 58
	30 55
	29 49
	29 46
	28 41
	28 38
	27 35
	26 31
	26 28
	26 25
	26 22
	25 19
	24 13
	24 9
	23 6
	23 3
	22 0
	23 3
	23 4
.PEN_UP
.PEN_DOWN
	29 34
	33 34
	36 35
	42 35
	45 36
	48 36
	51 37
	48 39
.PEN_UP
.PEN_DOWN
	51 46
	51 43
	50 39
	50 35
	50 31
	49 27
	49 23
	49 20
	49 17
	50 18
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 72
	35 69
	35 66
	35 63
	35 60
	34 56
	34 53
	34 49
	34 43
	34 40
	34 36
	34 33
	34 30
	33 26
	33 23
	33 20
	33 17
	32 13
	31 8
	30 5
	32 8
	34 11
	36 14
	36 15
.PEN_UP
.PEN_DOWN
	36 31
	39 32
	43 33
	50 36
	53 37
	56 37
	61 39
	65 39
	68 40
	65 40
	62 40
.PEN_UP
.PEN_DOWN
	67 68
	66 64
	66 61
	66 58
	65 52
	65 49
	65 46
	64 43
	64 40
	63 37
	63 34
	63 31
	63 28
	63 24
	63 21
	63 18
	62 13
	62 9
	62 6
	62 3
	63 0
	66 2
	66 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 71
	33 68
	32 64
	31 60
	31 55
	31 50
	31 45
	31 42
	30 36
	30 32
	30 29
	29 26
	29 22
	28 17
	28 14
	27 10
	27 6
	27 3
	26 0
	26 3
	27 6
	28 9
	30 12
.PEN_UP
.PEN_DOWN
	71 68
	68 66
	65 64
	61 61
	58 58
	55 56
	51 53
	47 49
	43 46
	39 43
	36 41
	33 39
	30 37
	33 37
	36 34
	40 30
	43 27
	46 25
	50 22
	53 20
	56 18
	59 17
	62 16
	65 15
	68 14
	71 12
	75 10
	79 8
	82 8
	85 9
	88 11
.PEN_UP
.PEN_DOWN
	29 63
	29 59
	28 55
	27 51
	27 48
	26 45
	25 41
	24 38
	23 33
	23 30
	23 27
	21 22
	21 17
	21 14
	20 10
	19 7
	19 4
	19 1
	22 1
	25 2
	31 2
	36 3
	39 3
	43 3
	46 3
	50 3
	54 3
	57 3
	61 2
	64 2
	67 2
	72 1
	76 1
	79 0
	77 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 74
	39 69
	38 66
	37 62
	37 58
	35 54
	35 50
	34 46
	33 43
	32 39
	32 36
	30 29
	30 25
	29 22
	28 18
	27 15
	26 12
	25 8
	25 4
	24 0
	24 3
	25 6
	27 9
	28 10
.PEN_UP
.PEN_DOWN
	34 65
	34 68
	38 70
	41 70
	48 70
	54 70
	59 68
	62 67
	67 63
	69 59
	71 54
	71 51
	71 48
	70 45
	68 41
	65 38
	61 36
	56 34
	51 32
	45 30
	41 30
	36 29
	32 29
	29 30
	26 31
	24 34
	27 34
	31 34
.PEN_UP
.PEN_DOWN
	51 58
	49 61
	46 62
	43 62
	39 59
	36 55
	33 52
	31 49
	30 46
	26 41
	25 38
	23 34
	21 28
	20 24
	20 21
	20 17
	20 14
	22 9
	23 6
	26 3
	30 0
	36 0
	39 0
	42 0
	45 1
	48 3
	51 4
	55 6
	59 11
	61 14
	63 17
	66 23
	67 26
	68 30
	68 33
	68 36
	68 39
	68 43
	68 46
	67 49
	67 52
	65 56
	63 59
	58 63
	55 65
	52 66
	49 67
	46 67
	42 67
	39 67
	35 66
	31 63
	31 59
	31 56
	32 53
	33 50
.PEN_UP
.PEN_DOWN
	54 30
	53 33
	53 30
	54 26
	55 22
	57 18
	58 15
	62 9
	64 6
	66 3
	69 0
	68 3
	67 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	24 66
	30 66
	33 66
	40 66
	44 67
	47 67
	51 67
	54 67
	58 67
	61 68
	64 68
	67 68
	64 68
	62 68
.PEN_UP
.PEN_DOWN
	46 66
	45 62
	42 55
	42 52
	41 49
	40 46
	39 43
	38 40
	37 37
	36 33
	35 30
	34 27
	33 24
	32 17
	31 12
	30 9
	30 6
	29 3
	28 0
	30 3
	31 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 53
	36 49
	36 46
	38 42
	38 39
	39 31
	39 28
	39 25
	40 20
	41 16
	42 12
	43 8
	43 3
	43 0
	46 3
	48 9
	51 13
	54 18
	56 21
	57 24
	59 27
	61 31
	63 35
	65 39
	66 42
	70 47
	72 50
	73 53
	76 56
	76 59
	74 58
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 53
	29 53
	32 54
	35 54
	38 54
	43 54
	48 54
	51 54
	54 54
	57 54
	55 51
	53 48
	49 43
	47 40
	45 37
	42 33
	40 30
	38 27
	35 22
	33 18
	31 15
	29 11
	28 7
	27 4
	27 1
	30 1
	33 1
	39 1
	42 1
	46 1
	49 1
	53 1
	57 0
	61 0
	64 0
	61 2
	60 3
.PEN_UP
.PEN_DOWN
	36 32
	39 30
	43 28
	46 25
.PEN_UP
