


.DATE		Aug. 92
.STYLE		PRINTED
.WRITER_ID	jwkim
	44 18
	46 14
	49 11
	52 9
	56 8
	59 8
.PEN_UP
.PEN_DOWN
	30 68
	30 64
	30 59
	30 54
	30 48
	30 43
	30 37
	29 31
	29 26
	29 16
	29 12
	29 9
	29 6
	29 3
	29 0
	28 3
	28 6
	28 9
	28 14
	28 17
	28 21
	28 24
	29 28
	30 31
	33 36
	36 39
	39 40
	42 40
	46 40
	50 36
	52 30
	52 27
	52 24
	51 19
	49 14
	46 11
	42 8
	36 6
	33 6
	29 6
	26 8
	23 11
	23 14
	23 19
	26 21
	28 22
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 59
	52 62
	50 65
	47 67
	43 67
	37 63
	34 60
	32 56
	32 53
	32 50
	33 47
	38 46
	41 46
	44 46
	47 48
	49 52
	49 55
	47 46
	48 41
	48 36
	48 31
	48 27
	47 23
	47 19
	46 15
	46 11
	45 8
	44 5
	42 0
	39 0
	36 1
	32 3
	29 7
	23 16
	22 19
	22 22
	22 25
	24 28
	27 30
	32 31
	36 31
	42 33
	45 33
	48 34
	53 35
	56 36
	59 37
.PEN_UP
.PEN_DOWN
	39 82
	38 78
	38 74
	37 68
	37 62
	37 56
	36 49
	36 42
	35 35
	35 27
	34 21
	34 16
	32 7
	32 4
	31 0
	31 3
	32 11
	32 15
	33 19
	34 23
	35 26
	37 30
	38 33
	40 36
	44 40
	49 43
	52 42
	53 39
	53 34
	53 30
	53 27
	53 24
	52 21
	52 15
	52 12
	52 8
	56 6
	60 8
	65 11
	68 13
	69 17
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	52 75
	56 75
	59 75
	63 74
	61 71
.PEN_UP
.PEN_DOWN
	53 38
	54 33
	54 29
	55 25
	55 21
	55 17
	55 14
	55 11
	55 8
	54 4
	51 1
	48 0
	44 0
	40 0
	35 1
	31 3
	28 5
	26 8
	27 12
	32 17
.PEN_UP
.PEN_DOWN
	51 67
	50 62
	49 56
	48 49
	47 34
	46 28
	45 22
	45 16
	45 12
	45 8
	45 5
	45 1
	46 1
.PEN_UP
.PEN_DOWN
	63 27
	60 27
	57 26
	52 25
	48 22
	45 20
	42 17
	41 14
	41 10
	43 7
	48 3
	51 2
	55 1
	59 1
	62 1
	65 0
	68 0
.PEN_UP
.PEN_DOWN
	36 4
	39 4
	43 7
	46 10
	48 13
	52 18
	54 21
	55 24
	57 27
	59 30
	60 34
	61 38
	62 42
	64 47
	65 55
	66 59
	67 63
	67 66
	67 69
	67 72
	63 72
	60 67
	58 64
	56 60
	54 55
	53 49
	51 43
	50 37
	48 27
	48 22
	48 18
	48 13
	48 9
	49 6
	52 2
	56 0
	60 1
	63 3
	64 5
.PEN_UP
.PEN_DOWN
	24 20
	27 26
	30 30
	32 35
	35 39
	38 42
	40 46
	43 49
	46 51
	48 48
	49 44
	50 39
	50 36
	50 31
	50 28
	50 25
	50 22
	49 19
	49 14
	47 8
	46 3
	45 0
	45 4
	46 8
	47 13
	47 16
	48 20
	49 23
	49 26
	51 32
	53 37
	55 41
	56 45
	58 49
	60 52
	63 55
	66 57
	68 54
	68 46
	68 41
	68 38
	67 34
	67 31
	66 27
	66 24
	66 21
	66 18
	66 15
	67 9
	70 7
	73 7
	76 9
	79 10
	82 12
	83 12
.PEN_UP
.PEN_DOWN
	50 47
	47 44
	44 39
	43 36
	42 32
	41 28
	41 24
	41 15
	41 11
	42 6
	44 3
	47 0
	50 0
	54 0
	58 3
	61 6
	63 10
	64 13
	65 18
	65 22
	65 25
	64 29
	64 33
	61 40
	58 43
	54 45
	51 45
	47 45
	44 45
	43 42
	46 39
.PEN_UP
.PEN_DOWN
	40 81
	40 76
	39 73
	39 69
	39 65
	39 61
	39 56
	39 50
	39 44
	39 37
	38 25
	38 21
	37 16
	37 12
	37 8
	37 5
	38 0
	38 3
	38 6
	37 7
.PEN_UP
.PEN_DOWN
	37 87
	37 91
	41 94
	46 94
	52 93
	58 90
	61 86
	64 83
	67 79
	69 74
	69 70
	69 67
	69 61
	68 58
	66 55
	62 51
	57 47
	54 46
	51 45
	46 45
	41 45
	38 46
	38 49
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 29
	25 29
	30 30
	33 30
	36 30
	39 30
	42 30
	45 30
	49 29
	53 28
	53 27
.PEN_UP
.PEN_DOWN
	42 45
	41 41
	40 37
	39 33
	38 29
	37 24
	37 20
	36 16
	35 12
	35 9
	35 6
	36 2
	40 0
	44 0
	48 0
	52 1
	56 1
	57 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 42
	32 38
	33 34
	34 30
	35 25
	36 21
	37 17
	38 14
	39 11
	41 7
	43 2
	46 0
	49 4
	51 11
	51 14
	52 18
	53 22
	54 25
	54 29
	55 32
	56 36
	57 39
	58 43
	59 46
	60 49
	61 51
.PEN_UP
.PEN_DOWN
	30 49
	30 46
	31 41
	31 36
	31 30
	31 25
	31 20
	31 16
	31 12
	31 9
	32 4
	33 0
	35 3
	35 7
	36 11
	36 14
	37 18
	40 20
	43 15
	43 12
	45 8
	47 5
	49 2
	52 1
	55 2
	58 4
	60 8
	60 12
	60 15
	60 18
	60 21
	59 29
	59 32
	59 36
	58 40
	57 43
	56 45
.PEN_UP
.PEN_DOWN
	20 37
	21 41
	23 44
	26 46
	29 48
	32 48
	36 47
	40 45
	42 42
	44 37
	45 34
	45 31
	45 27
	45 24
	44 21
	43 18
	41 12
	40 9
	37 5
	34 2
	31 0
	29 2
.PEN_UP
.PEN_DOWN
	53 51
	50 47
	47 42
	45 39
	44 36
	43 33
	43 29
	43 26
	43 23
	43 19
	44 16
	46 11
	48 7
	51 5
	54 4
	57 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 59
	36 59
	42 60
	45 60
	49 60
	52 60
	55 60
	58 60
	61 60
	64 60
	67 59
	70 59
	67 59
	64 59
	61 59
	58 56
	57 53
	56 49
	55 45
	54 40
	53 35
	52 30
	50 26
	49 23
	48 19
	46 15
	42 9
	39 5
	36 2
	39 4
	44 3
	47 3
	50 2
	55 1
	61 0
	64 0
	63 0
.PEN_UP
