


.DATE		Aug. 92
.STYLE		MIXED
.WRITER_ID	jhkim
	267 34
	267 31
	267 28
	268 24
	270 19
	271 15
	272 12
	275 12
	276 15
	278 19
	281 24
	283 29
	285 33
	287 36
	287 35
.PEN_UP
.PEN_DOWN
	290 13
	293 13
	298 15
	301 17
	304 19
	307 22
	307 26
	306 30
	303 32
	300 28
	299 24
	296 21
	296 17
	297 13
	299 9
	302 7
	305 6
	310 7
	312 10
	314 13
	315 17
	315 21
	315 24
	317 28
	318 31
	321 31
	324 30
	327 29
	330 29
	333 27
	336 25
	336 22
	336 19
	336 16
	337 13
	338 10
	338 7
	341 6
	344 7
	347 9
	349 13
	350 16
	353 20
	354 24
	356 27
	358 30
	360 33
	362 36
	362 32
	362 29
	362 26
	362 23
	362 20
	361 16
	361 13
	360 9
	359 6
	359 3
	356 3
	353 6
	351 9
	354 7
	357 5
	360 4
	363 4
	366 4
	369 6
	372 7
	375 10
	378 11
	378 15
	381 17
	383 22
	386 27
	387 30
	387 33
	384 34
	381 32
	378 30
	376 26
	374 23
	373 20
	372 17
	371 13
	371 10
	372 7
	374 4
	378 3
	382 3
	386 3
	389 2
	396 2
	399 2
	402 2
	405 1
	409 0
.PEN_UP
.PEN_DOWN
	196 22
	199 25
	202 28
	204 31
	205 34
	209 35
	212 39
	214 43
	217 46
	218 50
	218 53
	215 54
	213 51
	211 48
	211 45
	209 41
	208 36
	206 31
	205 27
	205 23
	204 19
	204 15
	204 12
	203 7
	203 3
	203 0
	204 3
	204 6
	206 11
	207 14
	208 19
	211 21
	214 24
	217 22
	217 16
	217 13
	216 10
	216 6
	217 3
	220 2
	225 3
	228 5
	231 6
	233 10
	235 13
	239 14
	240 17
	243 19
	244 22
	241 22
	238 20
	236 16
	233 12
	233 8
	232 4
	232 1
	235 3
	237 7
	238 10
	240 13
	241 16
	244 15
	245 12
	245 9
	248 7
	251 7
	254 8
	257 9
	260 11
	264 14
	267 18
	269 22
	273 25
	274 28
	275 31
	275 27
	273 24
	273 19
	272 15
	272 10
	271 6
	269 3
	266 1
	262 3
	259 5
	262 4
	266 3
	272 2
	276 2
	280 1
	287 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	141 30
	142 33
	141 30
	141 26
	141 21
	140 18
	140 14
	141 9
	141 6
	144 4
	147 4
	150 4
	153 8
	156 10
	158 13
	159 16
	160 19
	160 23
	161 26
	161 29
	161 26
	160 23
	160 20
	161 15
	161 11
	162 8
	165 7
	169 8
	171 11
	173 14
	174 17
	176 23
	179 26
	181 29
	185 31
	186 27
	186 24
	185 20
	184 16
	184 11
	182 6
	181 3
	181 0
	184 3
	188 5
	190 8
	193 12
	197 17
	201 20
	202 23
	206 26
	209 28
	208 25
	206 22
	206 19
	206 15
	205 12
	205 9
	207 6
	210 4
	214 4
	217 5
	220 6
	223 7
	226 10
	228 14
	231 17
	233 21
	234 25
	235 28
	235 31
	235 28
	235 25
	235 22
	235 19
	233 15
	233 12
	236 10
.PEN_UP
.PEN_DOWN
	231 48
	232 45
	233 42
	235 39
.PEN_UP
.PEN_DOWN
	257 33
	257 30
	259 25
	260 20
	260 16
	262 12
	263 8
	266 10
	268 14
	269 17
	271 21
	273 25
	275 28
	277 28
.PEN_UP
.PEN_DOWN
	276 18
	279 16
	282 16
	286 17
	289 18
	292 20
	293 23
	293 26
	292 29
	289 30
	286 29
	284 25
	282 22
	280 19
	280 15
	281 11
	281 8
	284 5
	287 3
	291 3
	295 5
	298 8
	299 11
	300 14
	301 17
	302 22
	304 25
	307 25
	310 23
	311 20
	313 16
	314 12
	314 8
	319 8
	323 10
	326 10
	327 14
	330 17
	331 21
	332 24
	333 27
	336 24
	336 21
	336 17
	336 14
	336 10
	333 8
	330 8
	327 10
	327 13
	330 11
	334 10
	338 9
	341 9
	344 9
	348 9
	351 9
	354 9
	357 9
	360 11
	363 15
	364 19
	364 23
	365 26
	365 29
	365 32
	362 33
	359 30
	357 27
	355 24
	355 18
	355 15
	357 12
	359 9
	362 8
	368 7
	375 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	184 47
	184 50
	185 54
	188 57
	192 59
	195 62
	198 63
	201 63
	201 59
	200 55
	199 52
	198 48
	198 45
	196 41
	196 37
	195 34
	198 38
	200 42
	202 46
	204 50
	207 53
	210 56
	211 59
	211 56
	209 52
	209 48
	208 45
	208 42
	208 39
	208 36
	209 33
	212 31
	215 32
	218 35
	221 37
	223 40
	224 43
	226 47
	226 50
	227 54
	228 57
	229 60
	227 57
	227 54
	226 51
	226 46
	224 43
	224 40
	224 37
	228 36
	232 39
	235 42
	238 45
	238 49
	241 51
	241 55
	242 59
	242 63
	242 67
	239 69
	236 69
	234 66
	233 63
	233 59
	232 56
	235 54
	238 54
	241 54
	244 57
	247 57
	250 59
	253 61
	256 63
	257 66
	258 69
	261 72
	264 75
	266 78
	268 82
	269 85
	270 88
	270 91
	271 94
	272 98
	270 94
	268 91
	267 88
	265 84
	263 80
	261 76
	258 70
	257 66
	256 62
	256 59
	255 56
	255 53
	255 50
	256 46
	257 42
	260 42
	263 43
	265 46
	267 49
	268 52
	271 54
	275 58
	277 61
	280 65
	284 70
	289 77
	291 80
	293 83
	294 86
	295 91
	295 94
	292 93
	290 90
	288 87
	286 84
	284 79
	283 76
	282 73
	280 69
	278 66
	277 61
	276 57
	274 53
	274 50
	273 46
	273 42
	272 39
	272 36
	275 41
	277 44
	281 48
	284 52
	285 55
	288 56
	289 53
	289 50
	289 47
	289 44
	289 41
	292 39
	295 39
	298 42
	301 44
	303 47
	304 51
	307 56
	308 59
	308 62
	307 59
	305 55
	304 52
	303 49
	303 46
	307 44
	310 44
	313 47
	317 50
	319 53
	321 56
	324 59
	327 62
	329 65
	330 62
	330 59
	330 56
	329 53
	329 49
	328 45
	328 42
	328 39
	329 42
	332 44
	334 47
	336 50
	338 53
	340 56
	341 59
	342 56
	341 53
	340 50
	340 47
	339 44
	339 41
	339 38
	342 37
	345 38
	348 39
	351 42
	354 45
	357 47
	360 50
	364 53
	366 56
	368 59
	368 62
	365 64
	362 63
	360 60
	357 57
	355 54
	352 49
	351 46
	354 46
	357 47
	360 49
	362 52
	365 54
	367 57
	365 53
	363 50
	363 47
	361 43
	360 40
	360 36
	359 29
	359 25
	359 21
	359 17
	359 13
	360 10
	360 7
	360 3
	359 0
	356 2
	353 6
	352 10
	352 15
	352 18
	352 21
	354 24
	358 27
	363 30
	367 30
	370 31
	375 32
	378 32
	381 33
	384 33
.PEN_UP
.PEN_DOWN
	244 81
	247 81
	251 83
	255 83
	259 84
	262 84
	266 84
	269 84
	272 85
	275 85
	278 83
.PEN_UP
.PEN_DOWN
	310 88
	312 85
	313 82
	315 79
	317 77
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	224 23
	224 26
	223 29
	221 32
	217 33
	214 33
	211 29
	211 26
	209 23
	208 18
	207 13
	207 10
	210 8
	213 9
	214 12
	216 16
	218 20
	219 25
	222 29
	223 26
	222 23
	222 20
	222 17
	222 14
	223 9
	225 6
	228 5
	231 6
	234 7
	237 10
	239 14
	241 18
	243 22
	245 29
	246 32
	247 35
	248 39
	248 42
	250 45
	250 48
	251 51
	251 54
	248 53
	246 49
	243 45
	242 42
	240 37
	239 33
	239 29
	238 25
	237 21
	237 18
	237 15
	237 12
	237 8
	242 5
	246 5
	249 5
	252 6
	256 10
	257 13
	259 17
	262 22
	262 25
	265 28
	266 32
	267 35
	268 38
	269 45
	269 48
	270 51
	270 54
	267 54
	265 51
	262 49
	260 45
	259 41
	257 37
	256 34
	256 30
	256 26
	256 22
	256 19
	256 12
	256 9
	256 6
	259 3
	263 0
	266 0
	271 0
	273 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	201 28
	198 29
	194 29
	192 26
	189 24
	187 21
	186 18
	186 15
	186 12
	187 9
	189 6
	192 5
	196 7
	200 10
	204 12
	207 14
	211 16
	213 19
	212 15
	211 12
	211 9
	211 5
	214 3
	217 5
	220 7
	222 10
	224 14
	224 17
	224 20
	223 23
	221 26
	218 26
	216 23
	217 20
	220 21
	223 22
	227 23
	231 24
	234 26
	237 25
	238 22
	239 19
	238 16
	238 12
	237 9
	238 12
	241 15
	242 18
	245 22
	247 25
	248 28
	249 31
	249 28
	250 25
	250 22
	250 19
	250 16
	250 13
	251 10
	254 8
	257 8
	260 10
	263 12
	266 15
	268 18
	271 21
	273 24
	275 27
	275 24
	275 21
	275 17
	275 14
	275 11
	272 10
	269 9
	268 12
	269 9
	272 7
	275 7
	278 6
	281 8
	284 11
	287 13
	289 16
	290 20
	292 23
	294 26
	294 23
	294 20
	294 17
	294 14
	295 11
	298 9
	301 9
	305 10
	307 13
	309 16
	312 20
	315 23
	318 26
	321 28
	321 25
	321 22
	321 19
	321 16
	320 13
	319 10
	316 10
	313 10
	316 9
	319 9
	322 10
	326 13
	329 14
	332 17
	334 20
	335 23
	336 27
	338 30
	340 33
	341 36
	343 40
	344 43
	344 46
	343 43
	342 40
	339 35
	338 32
	337 29
	336 25
	335 22
	334 17
	334 14
	334 11
	334 8
	334 5
	337 6
	338 9
	340 12
	342 15
	345 16
	348 20
	351 22
	354 24
	357 26
	357 23
	357 20
	356 16
	356 12
	355 8
	355 5
	352 3
	349 4
	347 7
	350 6
	353 4
	357 2
	361 1
	365 1
	370 0
.PEN_UP
.PEN_DOWN
	300 45
	303 45
	306 45
	306 40
.PEN_UP
.PEN_DOWN
	333 39
	337 39
	340 39
	344 41
	348 41
	352 42
	355 42
	360 40
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	198 64
	201 65
	205 68
	209 71
	212 74
	216 77
	216 80
	219 83
	221 86
	221 89
	220 92
	217 90
	216 87
	213 85
	211 82
	208 77
	206 73
	203 70
	202 62
	202 58
	201 53
	201 50
	203 45
	204 42
	208 40
	211 41
	212 44
	215 47
	217 50
	220 52
	221 55
	224 58
	226 61
	229 63
	231 60
	235 58
	238 59
	241 61
	244 63
	247 66
	250 67
	253 67
	255 63
	255 60
	251 58
	251 55
	249 50
	249 47
	252 46
	257 49
	262 52
	265 56
	266 59
	269 63
	269 66
	270 70
	271 73
	270 70
	268 67
	267 64
	267 61
	267 56
	267 51
	266 47
	266 42
	266 38
	266 34
	265 29
	265 20
	265 17
	265 14
	265 11
	264 7
	264 3
	262 0
	259 0
	256 1
	253 2
	249 6
	246 11
	246 14
	246 17
	250 20
	253 21
	262 25
	266 27
	270 28
	274 29
	277 31
	281 31
	284 31
	287 31
	292 31
.PEN_UP
.PEN_DOWN
	223 14
	227 17
	231 20
	232 23
	233 26
	237 28
	239 33
	242 35
	242 38
	239 37
	238 34
	236 31
	236 27
	235 24
	235 19
	235 16
	238 15
	243 18
	247 20
	250 21
	255 23
	258 24
	262 27
	265 29
	268 31
	271 34
	274 37
	276 40
	279 44
	281 47
	281 50
	282 53
	279 51
	275 46
	273 42
	272 39
	271 35
	271 30
	271 27
	271 22
	271 19
	272 13
	272 10
	275 5
	277 2
	281 0
	286 0
	290 0
	295 0
	301 1
.PEN_UP
.PEN_DOWN
	235 51
	238 53
	241 51
	244 50
	247 49
.PEN_UP
.PEN_DOWN
	255 32
	258 32
	263 32
	269 33
	272 33
	275 33
	279 33
	283 34
	286 34
	290 32
.PEN_UP
.PEN_DOWN
	203 15
	204 19
	207 21
	210 24
	213 27
	216 28
	219 29
	222 29
	223 26
	223 23
	223 19
	222 15
	222 12
	221 7
	220 3
	221 0
	225 3
	228 5
	230 9
	232 13
	235 17
	236 21
	236 24
	237 21
	237 18
	237 14
	237 11
	240 9
	245 11
	249 15
	252 19
	253 22
	253 25
	255 22
	256 18
	259 17
	261 14
	264 13
	269 12
	274 12
	277 12
	281 12
	284 13
	291 14
	296 17
	299 19
	301 22
	302 25
	299 29
	295 32
	290 33
	286 32
	284 29
	281 27
	279 23
	278 19
	278 16
	278 13
	278 8
	282 5
	286 3
	292 2
	297 2
	301 2
	307 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	163 19
	166 18
	169 18
	173 18
	177 19
	180 21
	184 24
	187 27
	188 30
	188 33
	184 35
	181 35
	178 33
	175 29
	173 25
	172 22
	172 18
	172 14
	173 10
	176 7
	179 7
	183 7
	187 9
	190 10
	198 14
	201 16
	204 17
	209 21
	212 25
	215 28
	217 33
	218 37
	219 41
	221 44
	222 47
	224 51
	225 54
	225 57
	222 56
	219 53
	217 50
	214 45
	211 40
	209 36
	208 29
	208 24
	208 20
	209 15
	210 11
	213 8
	214 5
	217 1
	221 1
	224 0
	227 0
	230 1
	233 2
	235 5
	239 7
	240 10
	241 13
	241 16
	241 19
	238 20
	235 18
	233 15
	230 13
	230 10
	230 7
	233 4
	236 2
	239 2
	242 3
	245 4
	246 7
	249 10
	250 13
	252 17
	254 20
	256 23
	258 20
	258 16
	257 13
	256 10
	255 6
	256 2
	261 3
	264 4
	266 7
	268 11
	268 14
	270 17
	270 21
	271 25
	272 28
	273 31
	276 31
	278 28
	281 26
	284 25
	287 26
	290 27
	293 25
	294 28
	292 31
	289 31
	286 29
	283 27
	280 25
	277 22
	276 19
	276 16
	276 13
	277 10
	280 10
	283 12
	285 15
	287 19
	288 22
	290 25
	291 22
	292 19
	292 16
	292 13
	295 10
	298 10
	301 12
	305 16
	308 18
	309 22
	312 27
	313 31
	315 34
	315 38
	318 43
	320 46
	321 50
	323 55
	324 58
	322 55
	320 50
	319 47
	318 43
	317 40
	316 36
	315 33
	315 29
	314 25
	314 21
	314 18
	314 15
	316 12
	318 9
	322 9
	326 10
	329 12
	330 15
	331 18
	332 22
	332 25
	329 25
	327 21
	326 18
	326 14
	325 10
	324 6
	326 3
	329 1
	333 1
	336 1
	340 2
	344 4
	345 6
.PEN_UP
.PEN_DOWN
	299 40
	303 40
	306 40
	311 39
	315 39
	319 39
	322 39
	325 39
	329 39
	333 39
	335 38
.PEN_UP
.PEN_DOWN
	196 28
	195 31
	191 29
	189 26
	187 23
	186 19
	185 14
	184 11
	184 8
	187 6
	190 5
	193 8
	196 11
	197 14
	197 17
	199 20
	200 23
	200 26
	200 29
	199 26
	200 23
	203 23
	206 24
	209 26
	212 27
	215 26
	217 23
	217 20
	216 16
	215 12
	214 8
	215 5
	218 5
	221 7
	224 8
	226 12
	229 13
	230 16
	231 19
	231 22
	232 25
	233 28
	230 26
	229 23
	229 20
	229 17
	229 14
	229 11
	231 8
	234 8
	238 10
	238 13
	241 14
	242 17
	244 20
	245 23
	246 26
	246 29
	248 26
	251 26
	254 26
	257 26
	260 27
	261 23
	259 20
	259 17
	257 14
	257 11
	257 8
	260 7
	263 7
	266 9
	269 11
	271 14
	274 17
	274 20
	277 24
	278 27
	279 24
	280 21
	280 18
	280 15
	280 11
	280 8
	277 6
	274 7
	271 8
	270 11
	273 9
	276 7
	280 6
	283 5
	286 5
	289 6
	292 7
	295 8
	296 11
	299 14
	300 17
	301 20
	301 23
	300 26
	298 23
	296 20
	296 17
	296 14
	295 11
	295 8
	295 5
	297 2
	300 1
	303 3
	305 6
	308 9
	309 12
	312 16
	314 19
	316 22
	319 25
	322 28
	323 31
	325 34
	326 37
	326 40
	326 43
	326 46
	323 43
	321 40
	319 37
	318 34
	316 31
	315 28
	314 25
	312 22
	312 19
	312 16
	311 13
	311 10
	311 7
	311 4
	314 3
	317 3
	320 5
	323 6
	325 10
	327 13
	330 16
	332 19
	332 22
	334 25
	335 22
	335 19
	335 16
	335 13
	335 10
	335 7
	335 4
	336 1
	339 0
	342 2
	343 5
	345 8
	347 11
	350 15
	352 19
	353 22
	354 25
	354 28
	354 25
	353 22
	355 19
	358 18
	361 18
	364 20
	367 20
	370 22
	373 24
	374 27
	374 30
	375 33
	372 33
	370 30
	367 29
	365 26
	365 23
	362 20
	362 17
	361 14
	360 11
	361 8
	363 5
	366 5
	370 5
	374 7
	376 10
	379 14
	381 17
	383 20
	387 23
	388 26
	390 29
	392 26
	392 23
	391 20
	390 17
	389 14
	389 11
	386 9
	383 10
	383 6
	386 2
	390 1
	393 0
	397 0
	400 0
	404 0
	409 0
	412 0
	418 0
.PEN_UP
.PEN_DOWN
	271 23
	273 28
	275 31
	275 34
	273 37
	272 40
	269 41
	266 39
	265 33
	262 28
	261 23
	259 20
	259 15
	259 12
	262 10
	265 12
	268 15
	271 19
	274 22
	277 26
	279 30
	280 33
	280 29
	279 26
	279 23
	279 20
	279 17
	278 14
	278 11
	278 8
	278 5
	279 2
	282 0
	285 2
	288 6
	290 10
	292 13
	294 17
	298 21
	299 25
	301 28
	302 25
	301 22
	301 17
	300 14
	300 9
	301 6
	304 6
	308 9
	311 12
	314 16
	318 20
	320 25
	323 27
	325 30
	326 27
	326 24
	326 21
	326 16
	329 13
	332 12
	335 12
	338 12
	342 12
	343 12
.PEN_UP
.PEN_DOWN
	357 19
	356 22
	353 24
	349 25
	346 25
	343 24
	340 21
	337 18
	337 14
	336 11
	339 10
	342 11
	345 12
	349 15
	351 18
	354 21
	357 26
	358 29
	361 34
	362 39
	364 43
	366 47
	366 50
	366 54
	362 56
	359 52
	358 49
	354 42
	354 37
	354 33
	354 30
	354 22
	355 17
	356 14
	359 11
	361 8
	366 6
	369 5
	372 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	309 44
	312 45
	316 47
	320 49
	326 52
	330 56
	334 58
	338 62
	341 64
	343 67
	344 70
	345 73
	346 76
	346 79
	346 82
	346 85
	343 84
	341 81
	340 78
	340 74
	337 72
	336 68
	335 65
	333 61
	332 58
	331 55
	330 50
	330 46
	329 42
	329 39
	329 36
	329 33
	329 30
	332 30
	335 32
	338 35
	340 38
	343 42
	346 44
	347 47
	351 50
	353 47
	356 47
	359 48
	362 49
	365 52
	367 55
	370 55
	372 52
	372 49
	371 46
	369 43
	369 40
	369 37
	373 35
	375 38
	378 40
	380 43
	381 46
	384 49
	388 52
	390 55
	392 58
	393 61
	392 58
	391 55
	389 52
	389 48
	389 45
	389 42
	389 38
	388 35
	388 31
	387 25
	387 21
	387 18
	387 15
	385 12
	384 9
	384 5
	381 3
	377 2
	374 0
	371 0
	367 1
	366 4
	366 7
	368 10
	370 13
	374 16
	376 19
	379 21
	383 23
	386 25
	389 25
	392 27
	395 28
	398 29
	401 29
	404 29
	407 28
.PEN_UP
.PEN_DOWN
	217 30
	219 33
	222 36
	226 40
	229 43
	231 46
	234 49
	235 52
	237 55
	239 52
	239 48
	240 45
	240 42
	240 39
	239 35
	236 35
	233 33
	229 33
	228 36
	231 36
	234 34
	237 34
	241 36
	244 37
	248 38
	251 39
	255 42
	258 45
	261 49
	261 53
	262 56
	264 59
	265 56
	265 53
	264 50
	263 46
	262 43
	260 40
	260 36
	259 33
	257 29
	255 25
	255 22
	253 19
	253 14
	250 10
	249 6
	248 3
	248 0
	250 3
	251 6
	253 9
	253 13
	254 17
	256 21
	256 26
	257 32
	259 37
	260 41
	261 45
	263 48
	263 52
	264 56
	265 59
	267 62
	271 63
	274 61
	275 58
	275 55
	274 51
	273 48
	272 44
	272 41
	271 38
	272 35
	275 37
	278 39
	281 41
	284 43
	287 43
.PEN_UP
.PEN_DOWN
	302 54
	300 57
	297 59
	294 58
	290 57
	289 54
	286 50
	285 46
	285 43
	285 40
	288 38
	291 41
	293 44
	295 47
	297 50
	299 53
	298 50
	298 46
	298 43
	300 40
	303 40
	307 41
	310 43
	312 46
	315 48
	317 51
	320 53
	323 55
	326 55
	322 56
	319 54
	317 50
	314 46
	313 43
	312 39
	311 36
	314 33
	318 33
	322 34
	325 35
	330 37
	333 39
	337 40
	341 43
	345 47
	348 50
	350 53
	351 56
	353 59
	353 62
	353 65
	348 65
	345 62
	341 59
	339 55
	336 52
	336 48
	334 45
	334 42
	334 39
	335 36
	338 34
	342 33
	346 33
	352 32
	355 32
	359 32
	362 33
	365 33
	368 33
	371 34
	374 35
	375 35
.PEN_UP
.PEN_DOWN
	255 22
	255 25
	256 29
	255 32
	252 33
	249 33
	246 31
	244 28
	241 25
	241 21
	239 17
	238 14
	238 11
	238 8
	241 5
	244 3
	247 3
	250 6
	253 9
	254 12
	255 15
	255 18
	256 21
	259 24
	259 21
	259 18
	259 15
	259 11
	259 7
	261 4
	265 2
	267 5
	269 8
	270 11
	273 12
	275 16
	279 19
	282 23
	286 25
	288 28
	290 25
	289 21
	289 16
	288 13
	288 10
	287 7
	286 3
	289 7
	292 10
	295 14
	299 18
	299 21
	302 22
	304 25
	308 27
	308 24
	307 20
	307 17
	306 14
	306 10
	309 9
	312 9
	315 9
	318 10
	321 9
.PEN_UP
.PEN_DOWN
	337 22
	334 22
	329 21
	326 20
	323 18
	320 16
	318 13
	316 9
	320 7
	324 9
	327 11
	330 14
	332 17
	333 21
	334 25
	334 28
	335 33
	338 37
	338 40
	338 45
	338 48
	341 52
	341 55
	338 53
	337 50
	336 47
	335 42
	335 39
	334 36
	333 30
	333 23
	333 20
	333 16
	333 13
	335 10
	336 7
	339 4
	342 4
	345 0
.PEN_UP
.PEN_DOWN
	244 5
	247 7
	248 11
	251 13
	253 17
	256 20
	257 23
	258 26
	263 32
	266 37
	268 42
	269 46
	270 49
	270 52
	268 49
	266 45
	264 41
	264 38
	264 35
	263 30
	262 26
	261 22
	261 19
	260 15
	260 11
	260 8
	263 6
	266 6
	269 8
	273 11
	276 12
	280 17
	281 20
	283 23
	284 26
	287 29
	288 25
	288 22
	288 19
	289 14
	289 11
	290 8
	295 11
	298 15
	300 18
	303 20
	305 24
	309 25
	312 27
	315 27
	315 23
	315 20
	314 16
	313 13
	312 10
	311 7
	311 10
	314 14
	315 17
	318 20
	321 22
	324 24
	326 21
	326 18
	326 14
	326 11
	326 8
	326 5
	329 4
	332 6
	334 9
	336 12
	340 15
	342 18
	346 22
	349 24
	350 21
	350 17
	348 14
	348 11
	348 8
	348 5
	351 4
	355 4
	359 6
	362 6
	365 7
	368 8
	371 8
	373 11
	376 12
	377 15
	380 16
	381 19
	383 22
	383 25
	383 29
	383 32
	380 32
	376 29
	374 26
	373 22
	370 19
	369 16
	368 12
	368 9
	367 6
	368 2
	371 1
	374 0
	377 0
	380 0
	384 1
	387 2
	390 3
	394 3
	398 4
	401 5
	404 6
.PEN_UP
.PEN_DOWN
	241 42
	244 44
	247 45
	252 45
	255 44
	258 44
	261 44
	265 44
	269 45
	272 45
	275 45
	278 46
	279 47
.PEN_UP
.PEN_DOWN
	289 58
	291 55
	295 53
	296 50
	299 48
	299 46
.PEN_UP
.PEN_DOWN
	164 25
	164 29
	168 30
	171 33
	174 35
	178 37
	182 39
	185 39
	186 36
	186 33
	186 29
	184 24
	183 21
	182 16
	182 12
	181 9
	185 13
	189 16
	191 19
	193 23
	196 26
	196 29
	197 32
	201 33
	201 36
	201 33
	201 30
	199 27
	199 22
	198 19
	198 16
	200 13
	203 14
	206 16
	206 19
	208 23
	210 26
	211 29
	212 32
	215 31
	218 30
	222 30
	226 31
	229 31
	233 33
	234 36
	237 39
	237 42
	238 45
	238 48
	238 51
	238 54
	238 58
	238 62
	235 59
	232 56
	232 51
	230 47
	227 45
	227 41
	226 38
	225 35
	223 32
	222 29
	221 26
	219 22
	219 17
	218 12
	218 9
	218 6
	220 9
	223 13
	226 15
	229 18
	230 21
	233 23
	236 27
	239 28
	242 28
	243 25
	243 22
	241 17
	241 14
	240 11
	240 8
	240 4
	240 1
	243 0
	247 2
	250 4
	253 8
	257 11
	259 14
	261 17
	263 21
	265 24
	267 28
	268 31
	268 28
	267 23
	266 19
	266 16
	266 13
	266 10
	269 9
	273 9
	276 8
	280 8
.PEN_UP
.PEN_DOWN
	259 53
	263 51
	267 49
	269 48
.PEN_UP
.PEN_DOWN
	302 29
	302 32
	299 32
	296 31
	293 30
	289 29
	286 25
	284 21
	282 18
	282 14
	282 11
	283 8
	287 7
	290 7
	293 7
	296 7
	299 9
	302 11
	304 14
	308 17
	311 22
	314 24
	316 27
	320 33
	325 38
	328 42
	330 46
	332 50
	332 54
	332 58
	329 58
	326 56
	322 53
	320 50
	317 46
	315 43
	313 40
	313 37
	312 33
	311 28
	310 25
	310 20
	309 16
	309 12
	308 8
	308 5
	308 8
	310 11
	312 14
	314 17
	315 20
	319 23
	322 25
	325 26
	328 27
	331 26
	331 22
	330 19
	329 16
	328 13
	328 10
	328 6
	331 6
	334 7
	337 9
	340 10
	344 10
	347 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	185 33
	189 35
	193 38
	196 40
	201 43
	205 46
	209 48
	214 52
	217 54
	220 58
	223 60
	223 63
	223 66
	220 66
	219 63
	216 62
	213 58
	212 55
	209 52
	208 48
	208 44
	206 39
	206 36
	205 29
	203 25
	203 19
	202 15
	201 11
	201 7
	201 3
	201 0
	204 1
	205 4
	208 7
	208 11
	210 14
	211 18
	212 21
	212 24
	212 27
	212 31
	211 34
	208 34
	211 34
	214 35
	217 35
	220 35
	223 36
	227 38
	230 40
	234 42
	236 45
	237 48
	237 51
	235 48
	234 43
	234 40
	234 36
	234 33
	236 30
	241 30
	245 33
	249 35
	252 38
	256 42
	258 45
	259 48
	261 52
	263 55
	265 59
	267 63
	268 67
	269 71
	270 74
	270 77
	270 80
	266 77
	263 74
	262 71
	262 68
	259 65
	257 61
	256 58
	253 53
	252 46
	251 43
	251 40
	251 37
	251 33
	253 30
	256 28
	259 28
	262 28
	265 27
	268 29
	272 29
	276 34
	280 37
	284 41
	288 45
	291 50
	293 53
	295 57
	295 61
	295 65
	295 68
	293 72
	290 73
	287 72
	284 71
	281 68
	279 64
	276 60
	275 57
	274 54
	273 51
	272 48
	272 45
	272 42
	272 39
	272 36
	276 30
	278 27
	281 27
	285 26
	289 26
.PEN_UP
.PEN_DOWN
	243 70
	246 69
	247 66
	249 63
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	150 8
	153 8
	157 10
	160 12
	163 14
	166 17
	169 19
	170 23
	171 26
	170 29
	168 32
	165 32
	161 29
	159 25
	155 18
	154 15
	154 11
	154 8
	155 4
	158 2
	161 2
	164 3
	167 4
	170 5
	173 8
	176 10
	178 13
	181 17
	184 19
	186 22
	188 19
	188 15
	188 11
	189 6
	190 3
	191 0
	194 3
	196 7
	198 10
	200 13
	202 17
	203 20
	207 22
	208 19
	206 16
	205 12
	205 8
	205 4
	208 2
	211 2
	214 3
	217 3
	220 4
	224 6
	227 8
	230 8
.PEN_UP
.PEN_DOWN
	242 17
	240 20
	237 21
	234 21
	230 18
	226 16
	224 13
	223 10
	221 6
	223 3
	227 3
	230 4
	232 7
	235 9
	236 13
	238 17
	239 21
	241 24
