


.DATE		Jul. 93
.STYLE		MIXED
.WRITER_ID	kclee
	119 11
	121 8
	121 5
	130 5
	133 5
	137 6
	141 8
	144 11
	147 15
	148 18
	148 21
	148 25
	148 28
	148 32
	148 36
	147 41
	143 44
	140 45
	137 45
	134 43
	134 39
.PEN_UP
.PEN_DOWN
	189 24
	189 27
	189 30
	186 33
	183 34
	180 36
	177 36
	174 36
	171 33
	168 30
	166 27
	165 23
	163 19
	163 16
	163 13
	163 8
	165 5
	169 2
	173 2
	176 2
	179 2
	184 4
	188 5
	191 7
	195 10
	198 12
	201 14
	204 16
	207 19
	210 22
	213 25
	218 32
	221 36
	223 39
	226 41
	229 44
	231 47
	233 50
	235 53
	238 57
	241 64
	241 68
	241 72
	240 75
	238 78
	235 79
	232 79
	229 76
	227 73
	226 70
	225 67
	222 62
	221 59
	219 56
	218 53
	216 50
	212 43
	210 40
	208 37
	206 33
	204 30
	202 27
	200 24
	199 21
	196 16
	193 12
	191 8
	189 5
	189 8
	191 12
	193 16
	195 19
	197 22
	200 25
	203 27
	206 29
	209 30
	212 31
	215 32
	218 32
	222 32
	223 29
	222 26
	219 24
	216 22
	213 20
	210 18
	207 18
	210 16
	212 13
	214 10
	217 6
	220 3
	222 0
	221 2
.PEN_UP
.PEN_DOWN
	72 75
	75 75
	78 72
	79 69
	79 64
	79 60
	77 55
	76 52
	76 49
	74 46
	73 43
	72 39
	70 36
	67 30
	65 27
	63 24
	60 19
	57 15
	54 12
	52 9
	49 9
	49 12
	49 16
	50 19
	52 22
	53 25
	55 28
	57 32
	58 35
	61 40
	65 45
	67 48
	70 51
	74 55
	76 58
	80 61
	84 64
	87 67
	91 70
	95 71
	99 73
	103 75
	106 75
	109 75
	112 72
	112 69
	112 65
	112 62
	112 59
	112 55
	110 50
	110 47
	109 42
	106 38
	104 35
	101 32
	98 30
	95 28
	91 27
	88 27
	85 28
	82 32
	79 37
	79 40
	78 43
	81 44
	84 42
	87 40
	90 38
	90 35
	91 32
	91 29
	91 26
	91 21
	90 18
	90 15
	90 12
	91 8
	92 4
	94 1
	97 0
	100 2
	102 5
.PEN_UP
.PEN_DOWN
	119 36
	118 33
	116 30
	116 27
	114 22
	113 18
	113 13
	113 8
	115 5
	119 4
	123 5
	127 7
	132 11
	136 16
	138 19
	140 22
	142 25
	144 28
	145 31
	146 34
	147 37
	149 40
	146 40
	144 37
	143 34
	142 30
	140 25
	139 21
	139 17
	139 13
	139 10
	140 7
	142 4
	145 4
	148 7
	150 10
	151 13
	154 18
	156 21
	157 24
	159 27
	161 30
	164 34
	167 36
	170 38
	173 36
	174 33
	174 28
	173 25
	172 21
	169 17
	167 13
	166 10
	164 6
	162 2
	163 5
	165 10
	167 13
	169 17
	172 20
	175 24
	178 27
	181 30
	184 33
	186 36
	189 37
	192 36
	193 33
	192 30
	192 27
	191 24
	191 21
	190 17
	190 14
	189 10
	189 6
	191 3
	194 2
	197 3
	200 5
	202 7
.PEN_UP
.PEN_DOWN
	36 0
	38 3
	42 5
	46 8
	51 12
	54 15
	58 18
	61 21
	64 23
	67 25
	69 28
	71 31
	73 35
	75 38
	77 41
	79 45
	81 49
	83 52
	85 55
	85 58
	86 61
	86 64
	87 67
	87 70
	86 73
	86 76
	85 79
	84 82
	81 84
	78 85
	75 86
	72 84
	71 81
	70 78
	70 75
	70 72
	70 69
	72 66
	74 63
	77 61
	79 58
	80 55
	82 52
	83 49
	84 46
	85 43
	86 40
	87 36
	88 32
	89 29
	89 26
	89 23
	88 18
	87 15
	86 12
	83 10
	80 9
	77 8
	74 7
	70 6
	67 5
	64 5
	61 6
	58 7
	55 8
	52 9
	49 12
	47 15
	46 18
	46 21
	49 22
	51 19
	53 16
	56 14
	59 12
	62 9
	65 9
	68 8
	71 7
	72 7
.PEN_UP
.PEN_DOWN
	120 18
	121 21
	122 24
	122 27
	121 30
	119 33
	117 36
	114 38
	111 39
	108 39
	103 37
	99 33
	98 30
	96 27
	95 23
	95 17
	96 14
	99 11
	102 9
	105 9
	108 9
	113 11
	116 14
	119 17
	122 21
	123 24
	124 27
	125 32
	125 36
	125 39
	124 35
	124 32
	124 29
	124 26
	124 23
	125 20
	126 17
	129 14
	132 13
	135 13
.PEN_UP
.PEN_DOWN
	140 27
	141 32
	142 35
	145 38
	148 41
	152 43
	156 44
	160 44
	162 41
	162 38
	162 35
	162 31
	160 26
	156 20
	153 16
	151 13
	148 10
	149 14
	151 17
	154 21
	159 25
	162 28
	166 31
	169 33
	172 35
	175 38
	176 35
	175 32
	173 26
	171 23
	170 20
	168 17
	166 14
	165 11
	163 8
	167 12
	170 15
	172 18
	175 22
	178 26
	181 29
	185 34
	189 38
	192 40
	193 37
	192 33
	191 30
	191 24
	191 21
	192 17
	196 14
	200 13
	203 13
	206 15
	207 15
.PEN_UP
.PEN_DOWN
	209 26
	212 24
	215 24
	219 24
	222 24
	226 24
	230 24
	234 25
	238 26
	241 28
	244 31
	245 34
	245 37
	245 41
	244 44
	242 47
	240 50
	237 52
	234 52
	231 52
	228 52
	224 51
	220 49
	216 46
	212 43
	208 39
	206 35
	204 30
	204 25
	204 21
	205 17
	208 12
	210 9
	215 5
	219 3
	222 1
	225 1
	229 1
	233 1
	237 2
	240 3
	243 3
	245 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 93
	48 96
	51 98
	54 99
	57 99
	59 96
	62 93
	65 92
	68 91
	71 91
	75 91
	79 91
	82 91
	85 92
	88 94
	91 97
	88 97
	87 94
	86 91
	85 88
	84 85
	82 79
	81 75
	80 71
	79 68
	78 64
	77 61
	75 56
	73 51
	71 47
	69 43
	66 40
	63 37
	60 35
	55 33
	52 32
	49 32
	45 33
	43 36
	41 39
	41 43
	42 46
.PEN_UP
.PEN_DOWN
	89 42
	94 45
	97 47
	100 49
	104 52
	107 56
	110 59
	113 64
	115 68
	117 73
	118 77
	118 80
	119 83
	116 82
	115 79
	117 76
	120 74
	123 72
	126 71
	131 71
	135 71
	139 71
	142 72
	146 73
	149 73
	146 73
	143 71
	139 68
	136 66
	134 63
	131 60
	128 56
	126 50
	125 47
	124 44
	124 41
	124 38
	125 35
	127 32
	131 32
	134 34
	137 36
	141 39
	145 44
	147 47
	151 52
	153 56
	154 59
	157 61
	158 64
	161 68
	164 71
	166 74
	168 70
	169 66
	169 63
	169 60
	171 56
	174 53
	178 53
	182 54
	186 57
	189 60
	192 62
	195 64
	198 67
	201 70
	202 73
	204 76
	205 79
	203 76
	201 73
	200 70
	199 67
	198 64
	196 60
	194 56
	193 53
	191 47
	190 44
	188 41
	186 36
	184 33
	183 30
	181 25
	180 22
	178 17
	175 12
	172 8
	168 4
	165 2
	162 0
	158 1
	155 3
	152 7
	150 10
	146 14
	144 17
	144 21
	145 24
	146 28
	148 31
	151 34
	154 34
	157 33
	161 33
	166 32
	170 30
	173 30
	176 29
	181 28
	186 28
	190 28
	195 31
	198 33
	200 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	71 113
	69 109
	68 106
	67 102
	66 99
	66 96
	65 93
	64 90
	63 87
	61 81
	61 77
	60 74
	60 71
	59 68
	58 65
	58 61
	57 57
	57 54
	57 50
	57 47
	57 40
	59 36
	61 33
	64 30
	68 28
	72 27
	79 27
	84 29
	87 31
	90 33
	95 38
	98 41
	101 43
	103 47
	106 50
	108 54
	111 61
	113 65
	115 68
	116 71
	117 74
	119 79
	121 83
	122 86
	124 91
	125 94
	125 97
	126 100
	126 103
	123 103
	121 100
	120 97
	119 94
	118 90
	118 87
	116 79
	115 76
	115 72
	114 69
	113 66
	113 62
	112 58
	112 55
	112 52
	113 48
	115 44
	119 43
	122 43
	125 44
	128 46
	128 48
.PEN_UP
.PEN_DOWN
	152 77
	152 74
	151 71
	150 68
	150 65
	149 60
	149 56
	148 53
	147 49
	146 46
	145 38
	144 34
	143 30
	142 26
	141 22
	140 18
	139 15
	138 12
	137 9
	136 5
	134 0
	134 3
	134 7
	134 10
	135 13
	136 17
	137 21
	138 24
	139 27
	139 30
	139 33
	140 36
	141 39
	142 42
	144 46
	145 49
	148 55
	151 59
	152 62
	156 66
	160 70
	165 73
	172 76
	176 77
	179 77
	182 76
	184 72
	186 69
	186 63
	186 60
	186 57
	185 54
	184 51
	183 48
	182 45
	180 41
	177 37
	172 33
	168 32
	164 32
	160 33
	156 35
	152 39
	149 43
	149 46
	148 51
	148 53
.PEN_UP
.PEN_DOWN
	76 76
	74 73
	73 69
	72 66
	72 63
	71 59
	70 50
	69 46
	68 42
	68 38
	67 33
	66 30
	66 26
	66 22
	66 19
	67 16
	67 13
	67 10
	69 6
	71 3
	75 0
	78 0
	81 0
	85 3
	90 8
	93 11
	96 14
	99 18
	101 22
	104 26
	106 30
	108 34
	109 38
	111 42
	112 45
	115 50
	116 53
	117 57
	118 60
	119 63
	119 66
	119 70
	119 73
	116 70
	116 66
	114 61
	114 58
	113 54
	111 47
	110 44
	109 40
	109 37
	108 33
	107 30
	106 26
	106 23
	105 20
	105 16
	105 11
	105 8
	106 5
	109 4
	112 4
	115 5
	116 6
.PEN_UP
.PEN_DOWN
	149 41
	146 42
	143 42
	138 42
	135 41
	132 40
	129 38
	126 36
	124 33
	124 30
	127 29
	130 28
	133 27
	137 26
	143 23
	147 22
	149 19
	150 16
	150 13
	149 9
	146 6
	142 3
	139 2
	136 2
	133 2
	130 3
	127 6
	125 10
	124 15
	124 19
	125 22
.PEN_UP
.PEN_DOWN
	165 25
	168 24
	172 24
	175 24
	179 25
	183 27
	186 30
	186 33
	185 36
	184 39
	181 41
	178 41
	174 41
	171 41
	167 40
	164 39
	161 37
	159 34
	157 30
	156 26
	156 19
	156 16
	158 12
	161 9
	165 7
	169 5
	174 4
	178 4
	182 5
	186 6
	190 8
	190 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	52 76
	55 77
	59 77
	63 78
	66 78
	70 78
	74 78
	78 76
	79 73
	79 70
	78 66
	76 61
	75 58
	74 53
	72 48
	71 45
	69 40
	67 35
	65 30
	64 27
	63 22
	62 18
	61 13
	61 10
	61 7
	64 5
	67 5
	70 5
	74 7
	77 8
	81 10
	85 12
	88 15
	91 18
	93 21
	96 25
	97 30
	99 37
	99 41
	100 44
	101 48
	102 52
	103 55
	104 58
	104 61
	105 64
	105 67
	105 63
	108 61
	112 63
	115 66
	115 67
.PEN_UP
.PEN_DOWN
	102 3
	106 5
	109 7
	113 9
	119 13
	123 17
	127 22
	130 27
	132 30
	134 35
	135 38
	136 41
	134 38
	133 34
	132 30
	131 27
	131 24
	130 21
	130 17
	131 13
	132 10
	135 7
	138 6
	141 6
	144 7
	147 10
	148 11
.PEN_UP
.PEN_DOWN
	136 66
	139 65
	142 62
.PEN_UP
.PEN_DOWN
	145 4
	148 5
	153 8
	157 10
	160 12
	163 15
	166 18
	169 22
	172 30
	173 33
	175 37
	176 40
	177 37
	178 34
	179 31
	179 28
	180 25
	180 21
	181 18
	181 14
	181 11
	181 8
	180 4
	179 1
	176 0
	173 0
	169 2
	166 3
	163 5
	160 7
	163 6
	166 5
	169 5
	172 4
	176 3
	179 3
	182 3
	185 3
	188 4
	191 5
	194 6
	197 8
	200 11
	202 14
	205 18
	208 24
	209 27
	210 30
	209 33
	207 30
	206 27
	206 23
	205 20
	204 17
	203 14
	202 11
	202 8
	202 5
	203 2
	206 2
	209 2
	212 2
	215 3
	219 5
	224 10
	227 12
	229 16
	232 21
	234 24
	235 27
	237 30
	238 33
	239 36
	242 42
	244 46
	245 50
	247 54
	248 58
	249 61
	250 66
	250 70
	250 73
	250 76
	249 73
	247 69
	245 64
	244 60
	243 57
	242 54
	241 51
	239 46
	239 43
	238 40
	237 35
	237 30
	237 27
	237 23
	238 19
	239 15
	239 11
	241 7
	244 5
	247 5
	250 7
	253 9
.PEN_UP
.PEN_DOWN
	232 52
	236 50
	240 48
	244 47
	248 46
	251 46
	255 46
	258 47
	258 48
.PEN_UP
.PEN_DOWN
	211 66
	214 65
	216 62
	216 61
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 76
	57 77
	61 78
	64 78
	67 78
	71 77
	74 74
	75 70
	75 66
	74 63
	73 57
	72 53
	71 49
	70 45
	68 41
	67 37
	66 33
	65 30
	64 26
	63 23
	63 19
	62 15
	62 10
	62 6
	64 3
	67 2
	71 2
	75 5
	80 10
	83 13
	85 16
	88 20
	90 23
	93 27
	95 31
	97 35
	98 39
	100 43
	103 50
	103 54
	103 57
	104 62
	104 66
	105 69
	106 72
	103 70
	101 66
	99 61
	98 58
	97 55
	96 52
	95 49
	94 46
	93 43
	93 40
	92 37
	92 34
	91 31
	91 28
	90 22
	90 19
	90 16
	90 12
	91 8
	92 5
	95 2
	98 1
	101 0
	104 0
	107 2
	111 5
	115 9
	118 15
	119 18
	121 21
	122 26
	123 30
	124 35
	124 39
	125 44
	126 49
	127 53
	127 56
	127 61
	125 64
	124 61
	126 58
	129 57
	132 56
	135 56
	136 56
.PEN_UP
.PEN_DOWN
	139 38
	143 38
	147 38
	150 39
	155 40
	158 40
	162 41
	165 42
	168 43
	171 43
	175 46
	178 47
	181 49
	185 55
	186 59
	186 63
	185 66
	183 69
	182 72
	180 75
	177 76
	174 75
	170 71
	169 66
	167 61
	166 58
	165 55
	163 52
	162 48
	161 45
	159 42
	158 38
	156 32
	155 28
	153 25
	152 22
	151 19
	150 16
	149 13
	147 10
	145 6
	143 2
	144 5
	146 8
	148 11
	151 15
	153 18
	154 21
	157 23
	159 26
	163 30
	168 35
	171 35
	174 34
	175 31
	175 28
	174 24
	172 20
	172 16
	171 13
	172 10
	175 9
	179 9
	183 10
	184 10
.PEN_UP
.PEN_DOWN
	206 30
	201 32
	197 32
	194 31
	190 30
	187 28
	184 26
	181 22
	180 18
	179 13
	179 9
	180 6
	183 4
	188 4
	192 4
	196 6
	200 9
	203 13
	205 18
	206 24
	206 27
	206 30
	205 34
	202 33
	200 30
	199 27
	198 23
	198 20
	199 16
	199 12
	200 9
	203 6
	206 5
	210 5
	214 6
	220 11
	224 15
	226 18
	227 22
	229 26
	231 31
	233 36
	235 41
	237 46
	239 52
	241 57
	244 66
	246 69
	247 73
	247 76
	243 76
	240 71
	237 66
	236 63
	236 59
	235 55
	234 51
	233 47
	233 39
	233 35
	233 32
	233 29
	234 26
	234 23
	236 18
	239 15
	242 12
	245 10
	248 10
	251 11
	254 12
	256 15
	257 16
.PEN_UP
.PEN_DOWN
	226 51
	232 49
	235 49
	240 48
	243 48
	247 48
	250 48
	251 48
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	59 130
	61 127
	62 123
	64 119
	65 116
	67 113
	68 110
	70 106
	71 103
	73 100
	78 92
	80 89
	83 87
	85 84
	87 81
	88 78
	91 75
	94 72
	98 67
	101 63
	104 59
	106 56
	107 53
	108 55
.PEN_UP
.PEN_DOWN
	111 121
	107 116
	105 113
	102 108
	100 105
	97 102
	94 99
	92 96
	89 92
	86 89
	84 86
	81 84
	75 78
	72 75
	68 71
	64 67
	61 64
	58 62
	58 61
.PEN_UP
.PEN_DOWN
	124 91
	124 87
	124 83
	124 80
	123 77
	122 72
	122 69
	121 66
	120 62
	119 58
	118 55
	118 58
	118 61
	120 67
	122 70
	125 73
	128 76
	132 79
	136 82
	142 84
	145 84
	148 83
	150 82
.PEN_UP
.PEN_DOWN
	164 83
	161 84
	158 84
	155 84
	152 84
	149 82
	147 79
	145 75
	144 71
	144 67
	144 63
	146 60
	149 59
	152 59
	156 60
	159 62
	162 64
	164 68
	166 73
	167 78
	167 82
	166 78
	166 74
	167 70
	168 66
	169 63
	171 60
	174 57
	175 57
.PEN_UP
.PEN_DOWN
	184 78
	185 81
	187 84
	190 86
	193 88
	196 88
	196 84
	196 81
	196 78
	197 74
	199 71
	202 71
	205 72
	208 73
	212 76
	214 79
	216 82
	218 85
	215 86
	213 83
	212 80
	211 76
	209 72
	208 69
	206 64
	205 61
	204 58
	202 51
	201 47
	200 44
	198 40
	198 37
	197 33
	196 30
	195 26
	194 23
	192 18
	190 15
	188 10
	185 6
	179 1
	176 0
	173 0
	170 3
	166 12
	165 16
	165 19
	164 22
	164 26
	166 30
	168 33
	172 35
	176 38
	181 39
	186 40
	191 40
	194 39
	198 39
	202 37
	206 36
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 50
	52 53
	52 56
	54 59
	55 62
	57 65
	59 69
	62 72
	63 75
	66 77
	69 78
	72 76
	73 73
	73 70
	73 67
	74 64
	75 61
	78 59
	81 56
	84 56
	87 56
	90 57
	94 59
	97 61
	100 63
	103 66
	105 70
	107 73
	108 76
	109 79
	110 82
	111 85
	110 82
	109 79
	109 76
	108 72
	107 69
	106 66
	105 63
	104 58
	103 55
	102 51
	101 48
	99 45
	98 42
	97 39
	96 36
	95 33
	94 30
	93 27
	92 24
	90 20
	89 17
	87 14
	87 11
	84 8
	82 5
	79 3
	75 0
	72 0
	69 0
	66 1
	63 3
	61 6
	59 9
	57 12
	57 15
	57 18
	57 22
	58 25
	60 28
	64 31
	67 33
	70 34
	74 36
	77 36
	80 37
	83 37
	86 36
	89 34
	91 31
	94 27
	98 25
	102 23
	107 22
	110 22
	113 22
	118 23
	124 26
	127 28
	128 29
.PEN_UP
.PEN_DOWN
	130 20
	133 20
	136 20
	140 20
	144 21
	149 22
	153 23
	156 25
	159 26
	162 28
	166 33
	166 36
	166 39
	164 42
	161 42
	157 42
	154 42
	151 41
	148 40
	145 40
	142 37
	139 34
	137 30
	136 25
	135 22
	134 17
	134 12
	134 8
	135 5
	139 2
	143 1
	146 1
	149 2
	153 3
	154 3
.PEN_UP
.PEN_DOWN
	190 28
	189 31
	188 34
	185 38
	182 39
	178 39
	175 38
	171 34
	169 31
	167 27
	166 23
	166 19
	166 15
	168 11
	169 8
	172 6
	175 6
	178 7
	181 8
	183 11
	186 15
	187 19
	189 23
	190 26
	191 29
	189 25
	189 22
	189 19
	189 15
	190 11
	192 8
	194 5
	197 5
	202 6
	205 9
	208 13
	210 17
	211 20
	213 24
	214 31
	214 34
	214 37
	213 40
	217 40
	220 40
	224 39
	229 39
	233 39
	236 39
	239 39
	236 38
	233 34
	232 31
	230 27
	228 22
	227 16
	227 13
	227 10
	230 7
	233 7
	236 7
	239 8
	242 8
	245 10
	246 10
.PEN_UP
.PEN_DOWN
	54 52
	56 55
	58 58
	62 61
	63 64
	67 68
	70 72
	73 75
	76 77
	79 78
	80 74
	81 70
	81 66
	82 62
	85 59
	90 58
	95 58
	100 59
	103 59
	107 61
	111 63
	114 65
	116 68
	118 72
	120 75
	121 78
	122 81
	119 80
	117 77
	115 74
	114 71
	113 68
	111 64
	110 59
	109 56
	106 48
	105 45
	104 42
	103 38
	102 35
	100 31
	99 27
	97 24
	95 20
	94 17
	92 14
	87 7
	84 5
	81 2
	78 1
	75 1
	72 1
	69 2
	66 5
	63 7
	61 10
	61 15
	61 18
	61 22
	64 25
	67 27
	70 29
	73 30
	77 31
	81 31
	85 30
	88 29
	92 27
	95 26
	99 24
	102 22
	105 22
	108 22
	111 22
	114 22
.PEN_UP
.PEN_DOWN
	126 26
	130 24
	133 23
	136 22
	140 22
	146 22
	149 23
	153 25
	156 27
	158 30
	159 33
	159 36
	158 39
	156 42
	153 45
	150 46
	147 47
	144 47
	141 47
	138 47
	135 46
	132 45
	127 41
	125 38
	123 34
	122 30
	121 27
	121 22
	122 18
	123 13
	126 10
	129 7
	132 5
	136 4
	140 4
	145 5
	149 7
	154 11
	158 14
	162 17
	165 20
	169 25
	171 28
	173 32
	175 35
	175 39
	177 35
	177 32
	178 29
	180 26
	181 22
	183 19
	184 16
	184 13
	183 10
	181 7
	179 4
	176 4
	173 6
	170 7
	167 7
	164 7
	161 7
	158 7
	159 10
	162 10
	165 8
	168 6
	171 4
	175 1
	179 0
	182 0
	185 0
	188 2
	191 4
.PEN_UP
.PEN_DOWN
	58 67
	61 69
	64 72
	67 74
	70 76
	73 78
	75 75
	75 72
	76 68
	78 64
	82 63
	85 63
	89 64
	95 66
	99 68
	102 70
	105 74
	106 77
	103 78
	102 75
	101 72
	100 69
	99 65
	98 62
	98 57
	97 51
	96 48
	96 44
	95 41
	94 38
	92 32
	91 29
	90 26
	89 22
	88 19
	85 14
	84 11
	81 7
	78 4
	75 2
	72 0
	69 0
	66 1
	62 4
	58 7
	56 10
	55 13
	54 17
	53 21
	53 24
	55 27
	59 30
	65 31
	70 32
	73 33
	78 33
	81 33
	85 32
	88 31
	94 31
.PEN_UP
.PEN_DOWN
	113 38
	110 37
	107 36
	105 32
	102 28
	100 24
	100 19
	100 16
	100 12
	102 9
	107 7
	110 7
	115 8
	119 11
	122 12
	126 17
	128 20
	131 29
	131 32
	130 37
	129 40
	126 43
	122 44
	118 44
	112 42
	109 40
	109 37
	112 36
	113 36
.PEN_UP
.PEN_DOWN
	142 34
	140 30
	138 26
	137 21
	136 16
	136 13
	136 9
	136 5
	142 3
	145 3
	148 4
	152 7
	155 10
	158 12
	160 15
	162 18
	164 21
	168 29
	169 33
	170 36
	171 39
	172 43
	169 42
	166 38
	165 35
	164 31
	163 28
	161 21
	161 16
	161 13
	161 9
	162 5
	164 2
	168 1
	171 1
	174 3
	176 5
.PEN_UP
.PEN_DOWN
	45 70
	48 72
	53 76
	56 78
	59 79
	62 79
	65 80
	68 80
	71 79
	74 78
	76 75
	78 72
	78 69
	78 66
	77 63
	75 59
	73 55
	70 52
	68 49
	65 48
	61 46
	58 46
	55 47
	53 50
	53 53
	56 56
	59 58
	63 59
	66 59
	69 59
	72 58
	75 56
	77 53
	79 50
	79 47
	79 44
	79 41
	79 37
	78 33
	77 30
	76 27
	75 24
	73 21
	71 18
	68 15
	64 12
	60 9
	57 8
	54 7
	51 5
	48 5
	45 5
	42 6
	39 9
	38 12
	38 15
	39 18
	42 20
	45 22
	49 24
	52 25
	55 27
	58 28
	62 30
	65 31
	69 32
	72 33
	76 33
	80 34
.PEN_UP
.PEN_DOWN
	85 22
	88 21
	92 21
	96 21
	101 21
	104 23
	107 24
	110 26
	113 29
	114 32
	114 35
	112 38
	109 39
	106 40
	103 41
	100 41
	97 39
	94 37
	91 35
	90 32
	88 28
	86 25
	85 22
	84 18
	84 13
	84 9
	85 6
	87 3
	91 1
	94 0
	97 0
	100 1
	103 2
	107 3
	110 4
	114 5
	117 8
	120 10
	124 14
	126 17
	129 22
	130 25
	131 28
	132 31
	132 34
	130 37
	128 40
	125 42
	128 41
	131 40
	134 40
	139 40
	143 40
	146 40
	149 40
	152 41
	155 42
	152 39
	149 36
	147 33
	145 30
	144 27
	143 23
	143 20
	143 17
	145 14
	148 11
	151 11
	156 12
	158 14
.PEN_UP
.PEN_DOWN
	176 44
	173 42
	170 39
	167 36
	166 33
	163 25
	162 20
	162 16
	162 13
	163 9
	166 5
	171 4
	175 4
	180 5
	183 7
	187 9
	190 12
	192 17
	193 20
	193 25
	192 29
	191 34
	189 37
	186 39
	182 40
	179 40
	176 39
	174 36
.PEN_UP
.PEN_DOWN
	65 74
	69 77
	72 79
	76 81
	79 83
	82 84
	85 85
	89 85
	92 85
	94 82
	94 78
	94 74
	94 70
	93 66
	91 62
	90 59
	88 56
	86 53
	83 50
	80 48
	77 46
	74 46
	71 48
	68 51
	68 54
	69 57
	72 58
	75 59
	78 59
	81 59
	84 59
	87 56
	88 53
	90 50
	91 47
	91 44
	91 41
	90 38
	89 34
	87 31
	86 28
	84 25
	82 22
	80 19
	77 15
	74 12
	71 10
	68 9
	65 9
	62 9
	59 9
	56 10
	53 13
	53 16
	53 19
	54 22
	57 23
	60 25
	63 26
	66 27
	69 29
	72 31
	76 32
	81 32
	85 32
	88 32
	90 32
.PEN_UP
.PEN_DOWN
	107 51
	105 48
	103 45
	102 42
	100 37
	97 31
	96 27
	96 24
	95 21
	95 17
	95 14
	95 11
	96 8
	100 6
	103 4
	106 4
	111 5
	116 7
	121 11
	126 14
	130 17
	132 21
	133 25
	133 28
	132 32
	131 36
	128 40
	125 42
	121 44
	118 45
	114 45
	110 44
	109 41
	109 37
	110 36
.PEN_UP
.PEN_DOWN
	154 40
	157 40
	159 37
	158 31
	156 27
	154 23
	150 18
	148 14
	145 11
	143 8
	144 11
	147 14
	149 17
	151 20
	154 23
	158 26
	163 31
	167 34
	171 37
	174 39
	177 41
	178 38
	177 35
	175 30
	174 26
	174 23
	173 20
	172 17
	172 14
	172 11
	172 8
	175 5
	178 5
	181 5
	182 6
.PEN_UP
.PEN_DOWN
	195 24
	198 23
	202 23
	206 23
	209 23
	213 24
	216 25
	219 27
	220 30
	220 34
	220 37
	218 40
	216 43
	213 45
	210 45
	206 45
	201 43
	198 42
	195 40
	192 36
	190 33
	189 30
	188 23
	188 18
	190 14
	192 10
	195 7
	198 4
	202 1
	206 0
	210 0
	214 1
	218 3
	221 4
	223 5
.PEN_UP
.PEN_DOWN
	53 77
	56 77
	60 77
	63 77
	66 78
	69 78
	72 76
	75 74
	78 73
	81 72
	84 71
	87 70
	91 70
	95 71
	98 72
	101 72
	104 73
	101 73
	98 72
	95 70
	92 67
	90 64
	88 61
	87 58
	85 55
	83 52
	82 49
	80 46
	79 43
	76 40
	74 37
	71 34
	68 31
	66 28
	63 26
	60 23
	58 20
	55 16
	52 15
	49 15
	46 13
	47 16
	50 16
	53 16
	56 13
	59 12
	62 10
	66 9
	69 8
	72 7
	75 6
	78 6
	81 7
	84 8
	87 9
	89 11
.PEN_UP
.PEN_DOWN
	61 42
	64 42
	69 40
	72 39
	75 38
	78 38
	79 38
.PEN_UP
.PEN_DOWN
	112 40
	109 37
	106 36
	103 33
	101 30
	99 26
	97 22
	97 19
	97 14
	98 10
	99 7
	102 4
	106 3
	110 3
	113 3
	117 5
	120 6
	123 8
	126 10
	128 13
	132 18
	133 21
	134 24
	134 30
