


.DATE		Jul. 93
.STYLE		MIXED
.WRITER_ID	kclee
	159 11
	158 8
	156 7
.PEN_UP
.PEN_DOWN
	153 6
	157 5
	160 5
	164 5
	167 6
	170 6
	173 7
	174 8
.PEN_UP
.PEN_DOWN
	198 67
	201 69
	205 69
	209 68
	210 65
	211 61
	211 58
	211 53
	209 48
	207 43
	205 40
	204 37
	202 34
	201 31
	199 28
	196 23
	193 19
	190 15
	188 12
	185 9
	186 12
	188 15
	191 19
	194 22
	197 26
	200 31
	204 35
	208 39
	213 45
	216 48
	219 51
	222 54
	226 56
	229 58
	232 60
	235 62
	238 62
	240 59
	240 56
	239 53
	238 50
	237 46
	235 42
	233 37
	231 32
	229 28
	229 23
	229 19
	229 15
	230 11
	232 8
	235 5
	238 3
	242 2
	245 3
	246 7
	246 8
.PEN_UP
.PEN_DOWN
	302 51
	301 54
	299 57
	297 60
	294 63
	291 66
	287 68
	284 69
	281 69
	277 69
	273 67
	268 65
	265 62
	262 59
	260 56
	258 52
	257 49
	257 45
	257 42
	258 39
	261 36
	264 34
	268 34
	271 34
	275 35
	278 37
	277 40
	274 41
	271 42
	267 41
	264 40
	261 37
	258 35
	257 31
	255 27
	253 22
	253 18
	253 15
	253 12
	254 9
	258 5
	261 4
	264 3
	268 3
	271 3
	275 3
	278 4
	281 5
	285 6
	290 8
	293 10
	296 11
	296 12
.PEN_UP
.PEN_DOWN
	57 71
	62 72
	66 73
	69 73
	73 73
	76 73
	79 72
	82 70
	83 66
	83 63
	83 59
	82 56
	80 53
	79 50
	76 43
	74 40
	72 37
	70 34
	68 31
	66 28
	63 24
	60 21
	57 18
	54 17
	54 20
	57 24
	59 27
	62 31
	65 35
	67 38
	71 43
	74 47
	76 50
	81 57
	84 60
	88 65
	92 68
	95 70
	98 73
	101 74
	104 75
	106 71
	105 66
	103 61
	100 56
	98 53
	97 49
	95 46
	93 43
	91 40
	89 37
	84 29
	81 26
	79 23
	76 18
	73 14
	70 11
	71 15
	73 19
	75 23
	78 26
	81 31
	84 33
	85 36
	90 41
	94 46
	96 49
	99 52
	101 55
	105 59
	108 63
	111 65
	113 68
	116 69
	117 66
	117 62
	115 57
	114 54
	113 51
	111 47
	110 44
	107 37
	107 34
	106 29
	106 26
	106 22
	106 19
	107 15
	109 11
	112 8
	115 7
	119 7
	123 8
	127 12
	131 16
	132 18
.PEN_UP
.PEN_DOWN
	141 68
	144 69
	148 70
	151 70
	155 70
	158 67
	159 64
	159 60
	159 57
	157 52
	156 49
	154 45
	152 42
	150 39
	146 31
	144 28
	142 25
	141 22
	139 19
	138 16
	136 11
	135 7
	135 3
	138 1
	141 1
	145 2
	149 5
	152 7
	159 11
	162 14
	165 16
	168 18
	173 23
	177 27
	179 30
	180 33
	183 38
	186 45
	188 48
	189 51
	191 54
	193 57
	195 60
	195 63
	192 61
	190 58
	188 55
	186 52
	184 47
	182 42
	180 37
	179 34
	178 31
	177 26
	176 23
	175 20
	175 16
	176 11
	178 8
	181 6
	184 6
	187 7
	190 9
	191 10
.PEN_UP
.PEN_DOWN
	221 8
.PEN_UP
.PEN_DOWN
	204 4
	207 6
	210 8
	213 10
	217 13
	221 17
	224 19
	229 23
	234 28
	239 33
	243 38
	247 43
	249 46
	251 50
	253 53
	255 56
	256 60
	259 64
	261 68
	261 71
	260 74
	258 77
	255 79
	252 82
	249 84
	245 84
	242 84
	240 80
	239 77
	238 71
	237 66
	237 62
	237 59
	237 55
	237 51
	238 47
	240 43
	241 40
	242 37
	243 34
	243 31
	243 27
	242 23
	242 20
	241 16
	240 12
	239 9
	239 6
	237 2
	234 0
	230 0
	227 1
	224 2
	221 3
	218 4
	215 6
	212 10
	211 13
	210 17
	210 21
	210 24
	213 25
	216 21
	218 17
	220 14
	222 11
	225 9
	228 8
	231 10
	232 11
.PEN_UP
.PEN_DOWN
	276 62
	280 65
	283 66
	286 67
	289 67
	292 66
	295 64
	300 61
	304 59
	307 57
	310 57
	313 57
	319 59
	323 60
	326 61
	329 62
	332 64
	329 66
	326 64
	323 61
	320 57
	318 54
	316 50
	314 46
	312 43
	309 38
	308 35
	303 27
	302 24
	299 19
	296 15
	294 12
	291 8
	288 5
	283 2
	279 0
	275 1
	272 4
	270 7
	268 10
	268 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	63 74
	66 77
	69 78
	72 79
	77 81
	80 81
	83 80
	84 77
	84 74
	84 68
	83 65
	82 62
	81 59
	80 56
	78 53
	77 50
	76 47
	74 44
	72 41
	67 33
	64 29
	62 26
	60 22
	57 19
	56 16
	55 19
	58 23
	60 26
	62 30
	66 35
	69 40
	73 45
	74 48
	77 53
	79 56
	82 60
	85 64
	87 67
	90 69
	95 73
	98 75
	101 77
	104 78
	107 79
	109 76
	109 73
	109 70
	108 67
	108 63
	106 59
	105 54
	104 51
	103 48
	101 45
	100 41
	98 38
	97 34
	96 29
	96 24
	97 21
	100 18
	104 16
	107 16
	112 18
	115 21
	117 23
.PEN_UP
.PEN_DOWN
	167 66
	166 69
	163 71
	160 73
	157 75
	154 77
	151 78
	148 79
	145 79
	142 78
	138 76
	135 73
	133 70
	131 67
	130 63
	129 60
	127 53
	127 49
	127 45
	128 42
	132 40
	137 39
	142 40
	146 41
	150 42
	152 45
	154 48
	151 50
	148 51
	145 51
	142 50
	139 49
	137 46
	134 43
	132 40
	131 36
	129 32
	128 26
	128 23
	129 20
	130 17
	133 15
	138 12
	142 12
	146 13
	150 14
	153 15
	159 17
	160 18
.PEN_UP
.PEN_DOWN
	230 56
	229 59
	227 62
	226 65
	226 68
	225 71
	223 74
	221 77
	218 78
	215 80
	212 81
	209 81
	206 80
	201 79
	198 77
	194 76
	190 74
	187 71
	185 68
	183 62
	183 59
	183 55
	183 51
	183 48
	185 45
	189 43
	192 43
	196 43
	200 45
	203 46
	206 48
	203 50
	200 51
	197 51
	194 51
	190 50
	187 48
	184 44
	182 41
	180 37
	177 31
	175 26
	174 22
	174 18
	174 15
	175 12
	179 9
	184 9
	189 9
	192 9
	196 9
	200 10
	204 10
	208 11
	212 12
	218 14
	221 16
	224 18
	225 21
.PEN_UP
.PEN_DOWN
	251 76
	250 73
	249 69
	248 66
	247 63
	246 60
	245 57
	243 53
	242 49
	238 40
	236 36
	234 32
	232 28
	231 24
	230 20
	228 17
	227 13
	226 9
	224 3
	223 0
	223 3
	224 7
	225 10
	226 13
	228 16
	229 20
	231 24
	233 28
	235 33
	236 36
	239 41
	240 44
	242 47
	245 52
	248 57
	251 60
	253 63
	256 66
	259 69
	262 71
	268 75
	272 76
	276 76
	279 75
	282 74
	283 71
	285 67
	286 63
	286 59
	286 54
	286 50
	283 43
	282 40
	280 36
	278 31
	275 26
	271 22
	269 19
	266 17
	262 13
	259 12
	256 10
	251 9
	247 9
	243 9
	239 10
	234 14
	230 18
	228 21
	227 24
	226 26
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	81 84
	78 84
	74 83
	71 81
	68 80
	64 78
	60 75
	56 73
	55 69
	55 64
	49 61
	47 58
	46 55
	45 52
	44 49
	43 46
	42 43
	40 37
	39 32
	39 27
	40 23
	42 20
	44 17
	49 13
	53 12
	57 12
	62 12
	65 13
	70 15
	74 18
	79 21
	83 24
	87 28
	90 32
	93 36
	96 41
	98 47
	99 50
	101 55
	102 58
	103 61
	103 65
	102 68
	101 71
	99 74
	96 77
	93 78
	90 79
	87 77
	86 73
	86 70
	87 66
	88 63
	91 61
	94 60
	98 60
	102 61
	105 61
	108 62
	108 63
.PEN_UP
.PEN_DOWN
	146 73
	144 70
	142 67
	140 62
	138 58
	137 55
	135 51
	133 47
	132 44
	130 40
	127 35
	125 31
	122 27
	119 23
	116 19
	113 16
	109 11
	107 8
	104 6
	101 7
	99 10
	98 13
	98 16
	99 19
	101 22
	103 25
	105 28
	108 30
	111 30
	113 27
	116 24
	118 21
	120 18
	122 13
	124 10
	127 7
	130 5
	133 2
	136 0
	140 0
	145 0
	149 1
	152 2
	156 5
	160 8
	162 11
.PEN_UP
.PEN_DOWN
	209 77
	207 74
	205 70
	203 65
	201 61
	200 58
	199 54
	195 46
	193 43
	191 39
	189 36
	187 32
	185 29
	183 26
	182 23
	178 18
	174 13
	172 10
	170 7
	170 10
	171 11
.PEN_UP
.PEN_DOWN
	210 75
	213 75
	216 75
	219 74
	222 72
	225 71
	228 68
	230 65
	232 62
	233 59
	235 56
	237 52
	238 49
	238 46
	238 43
	238 39
	237 36
	236 33
	235 30
	234 27
	232 23
	230 19
	227 16
	225 13
	222 10
	218 8
	215 5
	212 4
	209 3
	205 3
	201 3
	198 3
	194 4
	191 5
	188 5
	185 7
	182 9
	180 12
	178 15
	178 18
	178 19
.PEN_UP
.PEN_DOWN
	75 76
	72 76
	69 75
	65 73
	62 72
	58 69
	55 68
	50 64
	47 60
	44 58
	43 54
	40 47
	38 43
	38 39
	37 35
	37 32
	37 28
	37 25
	37 22
	38 19
	39 14
	43 9
	46 7
	50 6
	54 6
	57 7
	63 10
	66 12
	70 15
	78 20
	81 23
	84 25
	86 28
	91 32
	94 36
	97 41
	99 47
	100 50
	100 53
	100 58
	99 61
	98 66
	95 69
	91 71
	88 71
	85 71
	82 69
	79 69
	76 67
	74 64
	72 60
	73 56
	75 53
	79 51
	83 50
	88 49
	91 49
	95 49
	98 49
	101 50
	104 50
.PEN_UP
.PEN_DOWN
	119 61
	122 62
	125 63
	128 63
	131 62
	134 59
	134 53
	133 49
	132 46
	128 41
	126 38
	124 35
	122 32
	120 29
	118 26
	113 21
	109 16
	105 12
	103 9
	100 7
	100 10
	101 13
	103 17
	106 21
	109 24
	111 27
	116 32
	119 35
	122 37
	124 40
	128 43
	132 46
	135 49
	139 52
	142 54
	145 56
	148 58
	153 61
	156 61
	159 62
	162 63
	164 60
	164 56
	162 52
	160 48
	158 45
	154 40
	152 37
	150 34
	148 31
	147 28
	145 24
	144 20
	144 16
	145 11
	147 8
	150 5
	154 5
	158 5
	163 6
.PEN_UP
.PEN_DOWN
	217 52
	216 55
	216 58
	214 62
	212 65
	210 68
	207 70
	204 71
	199 72
	195 72
	192 71
	188 69
	185 67
	182 63
	179 55
	178 52
	177 49
	177 46
	177 41
	177 37
	179 34
	182 31
	185 30
	188 30
	192 30
	195 31
	199 32
	202 34
	201 37
	198 38
	193 38
	190 38
	186 36
	184 33
	181 30
	180 27
	179 23
	177 19
	177 15
	177 10
	178 7
	180 4
	185 1
	190 0
	195 0
	198 1
	201 2
	206 4
	209 5
	212 7
	217 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	61 74
	64 75
	66 72
	65 69
	64 65
	62 62
	61 59
	60 56
	58 52
	56 47
	52 39
	51 36
	49 33
	47 29
	46 26
	44 23
	42 20
	41 16
	38 11
	34 5
	31 3
	30 0
	31 3
	33 6
	34 9
	36 13
	37 16
	38 17
.PEN_UP
.PEN_DOWN
	59 56
	62 59
	65 61
	67 64
	70 66
	74 69
	78 72
	82 74
	85 75
	88 76
	91 76
	94 75
	96 72
	98 69
	99 65
	99 60
	99 56
	97 51
	95 48
	92 45
	90 42
	87 39
	84 37
	78 36
	74 35
	71 35
	67 36
	64 38
	60 42
	58 45
	56 48
	55 49
.PEN_UP
.PEN_DOWN
	133 71
	131 68
	129 62
	127 58
	125 54
	124 50
	122 45
	120 41
	119 38
	117 33
	116 30
	114 25
	112 22
	110 17
	109 13
	107 9
	105 5
	102 3
	99 3
	96 4
	95 7
	95 10
	95 13
	96 16
	98 19
	102 20
	105 20
	108 18
	110 14
	112 11
	115 8
	117 5
	120 4
	125 2
	129 1
	132 1
	135 1
	138 2
	140 3
.PEN_UP
.PEN_DOWN
	194 59
	193 62
	192 66
	190 69
	187 72
	184 73
	181 74
	178 74
	175 74
	172 73
	169 72
	166 69
	162 65
	160 62
	159 58
	157 55
	156 51
	154 48
	153 44
	152 40
	151 37
	150 34
	149 28
	149 25
	149 22
	149 19
	149 14
	150 11
	154 8
	159 8
	164 8
	169 9
	174 12
	178 16
	182 20
	184 24
	186 27
	188 32
	189 35
	189 38
	191 42
	191 45
	192 49
	193 53
	189 52
	188 49
	186 45
	185 41
	185 36
	184 31
	184 26
	185 21
	185 17
	186 14
	187 11
	188 8
	191 5
	194 4
	194 5
.PEN_UP
.PEN_DOWN
	260 57
	260 60
	259 63
	258 67
	256 70
	253 72
	249 73
	245 74
	242 74
	238 74
	234 74
	231 73
	227 71
	224 69
	220 66
	217 62
	216 59
	214 56
	213 53
	212 50
	209 43
	208 40
	207 37
	206 34
	206 31
	205 28
	205 24
	205 21
	205 17
	205 14
	205 10
	208 6
	211 3
	215 1
	220 1
	223 1
	227 1
	230 1
	233 2
	236 2
	242 3
	244 4
.PEN_UP
.PEN_DOWN
	313 48
	313 51
	312 55
	312 58
	311 61
	308 64
	304 65
	301 67
	296 67
	292 68
	289 67
	286 67
	283 64
	281 59
	281 56
	280 52
	280 48
	280 44
	281 41
	283 38
	286 37
	289 37
	292 37
	296 38
	299 38
	296 40
	293 42
	290 44
	287 44
	284 44
	281 42
	277 39
	274 36
	270 32
	268 28
	265 23
	263 18
	261 14
	260 10
	260 7
	262 4
	266 2
	270 1
	273 1
	278 1
	281 1
	287 2
	290 3
	293 3
	296 5
	298 6
.PEN_UP
.PEN_DOWN
	70 81
	70 78
	70 75
	68 71
	67 67
	66 64
	64 60
	63 56
	61 53
	60 49
	57 43
	54 38
	51 33
	50 30
	47 25
	44 21
	40 15
	38 11
	36 8
	37 11
	38 15
	40 19
	41 22
	42 27
	43 31
	44 35
	45 39
	46 42
	47 46
	51 51
	52 54
	54 57
	56 60
	58 63
	61 66
	64 69
	67 72
	70 73
	74 75
	79 77
	82 78
	85 79
	88 79
	91 77
	92 74
	92 71
	93 67
	94 64
	94 60
	93 57
	92 54
	90 51
	88 47
	84 44
	81 41
	77 40
	73 40
	70 41
	66 44
	63 47
	60 50
	59 53
.PEN_UP
.PEN_DOWN
	122 69
	121 66
	120 63
	118 56
	118 53
	116 48
	115 45
	113 41
	112 38
	110 34
	108 30
	106 25
	103 21
	101 17
	99 13
	96 10
	93 7
	90 5
	87 3
	85 6
	85 9
	85 12
	88 14
	91 13
	94 12
	97 9
	100 7
	103 6
	106 4
	109 3
	112 2
	115 1
	118 1
	122 1
	125 1
	128 3
	131 4
.PEN_UP
.PEN_DOWN
	199 64
	196 65
	193 67
	190 70
	187 71
	184 72
	181 72
	178 72
	175 71
	172 70
	169 68
	165 64
	161 59
	160 56
	159 53
	158 49
	156 46
	155 42
	154 39
	153 35
	153 31
	152 28
	152 25
	153 19
	154 16
	158 14
	162 13
	166 13
	169 14
	174 16
	179 18
	184 20
	187 23
	190 26
	192 29
	194 33
	195 36
	197 41
	198 45
	198 48
	199 52
	200 56
	200 59
	198 56
	197 53
	195 50
	195 47
	193 42
	191 37
	191 32
	190 29
	190 25
	190 22
	190 18
	190 13
	191 10
	192 7
	194 4
	199 1
	202 1
	205 2
.PEN_UP
.PEN_DOWN
	228 48
	229 52
	230 57
	232 61
	234 65
	236 68
	239 71
	242 73
	245 74
	246 71
	246 68
	248 64
	249 61
	250 58
	254 57
	257 57
	261 57
	265 59
	269 61
	272 64
	275 67
	277 70
	277 73
	274 74
	272 71
	271 68
	269 64
	267 61
	265 57
	263 52
	261 47
	260 44
	259 41
	256 36
	255 33
	252 27
	249 22
	248 19
	245 15
	243 11
	240 8
	238 5
	235 3
	231 1
	228 0
	225 1
	222 2
	219 3
	216 6
	215 9
	214 13
	214 16
	215 19
	217 22
	220 25
	223 28
	226 30
	229 30
	232 30
	235 29
	238 27
	241 27
	245 25
	252 24
	256 24
	259 24
	262 24
	266 24
	269 24
	273 24
	276 24
	281 25
	284 26
.PEN_UP
.PEN_DOWN
	60 9
	57 9
	53 9
	50 11
	48 14
	47 17
	46 20
	45 23
	44 27
	43 30
	43 33
	42 36
	42 39
	42 43
	43 46
	44 50
	45 53
	46 56
	47 59
	48 62
	51 67
	53 70
	55 73
	59 76
	62 78
	65 79
	68 81
	71 82
	74 82
	77 82
	80 80
	82 77
	85 75
	88 72
	91 70
	92 67
	94 64
	94 61
	94 58
	95 55
	95 52
	95 49
	94 46
	94 43
	93 39
	93 36
	92 33
	90 30
	89 27
	87 23
	84 20
	82 17
	79 14
	76 12
	73 11
	70 12
	67 13
	64 13
	61 16
	58 18
	58 21
	59 24
	61 27
	64 30
	67 31
	70 31
	73 28
	75 25
	76 22
	78 19
	81 15
	84 14
	87 14
	90 14
	94 16
	97 17
	98 18
.PEN_UP
.PEN_DOWN
	115 71
	118 73
	121 74
	124 74
	128 74
	131 72
	132 69
	132 65
	132 62
	131 56
	130 52
	129 48
	128 45
	127 41
	125 36
	122 29
	121 26
	119 22
	117 18
	116 15
	115 11
	114 8
	113 5
	113 2
	116 0
	119 1
	122 3
	125 4
	128 6
	131 8
	134 9
	137 11
	141 14
	144 17
	147 22
	151 30
	153 33
	156 37
	159 41
	161 45
	163 49
	165 53
	166 56
	167 60
	168 64
	169 67
	170 70
	170 73
	170 76
	168 73
	166 70
	165 67
	163 64
	162 61
	160 58
	159 55
	156 49
	154 44
	153 41
	151 37
	149 32
	149 29
	148 24
	148 21
	149 18
	152 16
	156 14
	160 13
	163 12
	164 9
	163 7
.PEN_UP
.PEN_DOWN
	214 52
	216 55
	217 58
	217 61
	215 64
	213 67
	210 69
	207 71
	203 72
	200 72
	196 72
	192 70
	189 69
	185 66
	183 62
	181 58
	181 55
	181 52
	183 47
	185 44
	189 43
	192 41
	196 41
	200 42
	204 44
	207 45
	208 48
	205 49
	202 50
	199 50
	195 49
	191 47
	189 44
	186 41
	185 37
	184 32
	182 27
	182 19
	182 15
	183 12
	185 9
	189 6
	195 6
	198 6
	203 8
	206 9
	211 12
.PEN_UP
.PEN_DOWN
	273 51
	273 54
	271 58
	269 61
	267 64
	265 67
	262 70
	259 72
	254 74
	250 74
	247 74
	243 73
	239 71
	236 69
	232 63
	231 59
	230 55
	229 52
	229 48
	230 44
	231 40
	235 36
	238 36
	241 36
	244 37
	247 38
	250 41
	250 44
	247 46
	244 46
	241 45
	238 44
	235 43
	231 39
	229 36
	227 32
	226 29
	225 25
	225 21
	226 17
	228 14
	231 12
	234 10
	239 10
	243 10
	250 10
	253 12
	257 13
	261 15
.PEN_UP
.PEN_DOWN
	292 69
	294 72
	297 75
	300 75
	304 75
	307 73
	309 70
	309 66
	308 61
	307 58
	303 52
	301 49
	299 46
	297 42
	294 39
	292 36
	290 33
	289 30
	287 27
	283 23
	281 19
	277 16
	276 13
	274 16
	277 19
	279 22
	283 26
	286 30
	290 34
	294 39
	299 43
	301 46
	305 50
	307 53
	313 58
	317 61
	321 62
	324 64
	327 66
	331 67
	334 67
	335 64
	335 59
	333 55
	331 52
	328 48
	325 44
	324 41
	322 37
	320 32
	319 27
	319 23
	320 20
	322 16
	325 13
	329 10
	333 8
	337 7
	340 7
	343 9
	345 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	75 8
	72 9
	69 10
	66 13
	64 16
	63 19
	63 22
	63 26
	63 29
	62 34
	62 38
	62 41
	62 45
	63 49
	63 52
	64 55
	66 58
	69 61
	72 62
	75 64
	80 68
	83 69
	86 70
	89 70
	93 69
	97 68
	100 65
	103 62
	104 59
	105 56
	106 53
	106 50
	107 47
	107 44
	107 41
	107 37
	106 33
	105 30
	104 27
	103 23
	101 20
	99 17
	98 14
	95 12
	92 10
	88 9
	85 8
	82 8
	79 9
	76 12
	75 15
	75 18
	76 21
	79 24
	82 25
	85 24
	88 22
	91 19
	93 15
	95 12
	97 9
	100 7
	104 6
	107 8
	108 9
.PEN_UP
.PEN_DOWN
	127 67
	130 68
	133 68
	136 65
	136 62
	136 58
	136 54
	136 50
	135 46
	133 42
	132 39
	130 34
	128 30
	127 27
	125 24
	123 18
	123 15
	123 12
	123 9
	125 6
	129 4
	132 4
	136 5
	140 7
	144 9
	149 15
	153 20
	155 23
	157 26
	160 31
	162 34
	163 37
	166 41
	169 46
	171 49
	173 52
	174 55
	175 58
	176 61
	176 65
	173 65
	172 62
	170 58
	169 54
	168 51
	166 46
	165 43
	164 38
	163 35
	162 32
	161 27
	160 23
	160 19
	161 16
	164 13
	167 11
	170 11
	174 11
	175 12
.PEN_UP
.PEN_DOWN
	198 34
	195 35
	194 38
	194 42
	193 45
	193 48
	194 52
	195 56
	196 59
	198 64
	199 67
	203 70
	207 71
	210 71
	213 69
	215 66
	215 62
	215 58
	215 55
	214 52
	214 49
	213 46
	212 41
	211 38
	211 35
	210 32
	209 29
	208 26
	207 23
	206 19
	205 16
	203 13
	202 10
	197 4
	194 1
	191 0
	188 0
	185 0
	183 3
	181 6
	181 8
.PEN_UP
.PEN_DOWN
	227 64
	230 66
	233 68
	237 69
	240 69
	243 69
	246 67
	249 64
	251 61
	254 59
	257 58
	260 57
	263 57
	267 57
	272 59
	275 60
	278 62
	278 65
	275 64
	272 63
	269 60
	268 57
	266 53
	264 50
	261 44
	258 40
	257 37
	255 34
	254 31
	252 28
	249 23
	247 18
	243 13
	240 10
	237 9
	233 9
	230 11
	225 15
	222 19
	221 22
.PEN_UP
.PEN_DOWN
	324 50
	325 53
	326 56
	326 59
	325 62
	321 65
	318 67
	315 68
	312 68
	308 67
	305 67
	302 65
	298 63
	295 60
	292 56
	290 52
	288 48
	288 45
	288 41
	289 37
	292 35
	295 34
	299 34
	302 34
	305 34
	308 35
	308 38
	305 40
	302 42
	299 42
	296 42
	293 41
	289 39
	286 37
	283 35
	280 33
	279 30
	277 27
	276 23
	276 20
	276 16
	277 13
	279 10
	282 8
	286 6
	289 5
	292 5
	295 4
	298 4
	301 4
	304 4
	307 4
	312 5
	316 7
	319 9
	320 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 70
	56 72
	59 73
	63 73
	66 70
	67 66
	67 63
	66 58
	65 53
	64 50
	62 46
	60 39
	58 36
	57 32
	56 29
	53 26
	53 23
	51 20
	49 17
	46 13
	44 9
	42 6
	40 3
	38 0
	38 3
	38 6
	40 9
	41 13
	43 17
	44 22
	46 27
	47 30
	48 33
	49 36
	51 39
	52 42
	55 47
	58 51
	61 55
	64 59
	67 62
	70 65
	73 68
	76 71
	79 73
	82 75
	85 75
	88 73
	90 70
	91 66
	92 63
	92 60
	93 57
	93 53
	92 50
	90 44
	87 41
	84 37
	81 35
	77 33
	73 32
	68 32
	65 33
	62 34
	60 37
	60 40
	63 42
	66 41
	69 39
	71 36
	72 32
	72 28
	72 25
	72 21
	72 17
	72 14
	74 11
	77 8
	80 8
	83 9
.PEN_UP
.PEN_DOWN
	130 73
	126 73
	123 73
	120 72
	116 71
	113 70
	110 67
	107 64
	105 60
	103 57
	103 53
	102 50
	100 42
	100 38
	99 35
	99 31
	99 28
	99 25
	99 22
	100 19
	100 16
	102 11
	106 6
	109 3
	112 3
	115 3
	119 3
	122 4
	126 6
	131 10
	135 14
	137 17
	140 22
	141 26
	143 29
	144 33
	145 37
	146 41
	147 45
	148 54
	149 59
	149 63
	149 67
	149 70
	148 73
	147 76
	144 78
	141 78
	137 77
	135 73
	135 71
.PEN_UP
.PEN_DOWN
	203 53
	203 56
	201 59
	201 62
	198 67
	195 70
	192 72
	188 73
	184 75
	181 75
	178 74
	175 73
	171 70
	168 67
	164 62
	163 59
	161 56
	158 49
	158 46
	156 42
	156 38
	156 34
	156 31
	156 28
	156 24
	156 21
	157 18
	158 15
	160 8
	163 5
	166 3
	170 2
	173 2
	177 2
	182 4
	187 6
.PEN_UP
.PEN_DOWN
	233 71
	234 68
	233 65
	232 62
	231 59
	229 56
	227 52
	225 47
	221 42
	219 39
	218 36
	216 33
	214 30
	212 27
	210 24
	208 21
	204 17
	202 14
	199 11
	196 8
	193 5
	192 8
	195 10
.PEN_UP
.PEN_DOWN
	261 65
	259 62
	257 59
	255 55
	253 51
	249 48
	247 45
	243 43
	240 40
	236 37
	233 35
	230 33
	227 31
	224 29
	221 29
	218 31
	218 34
	220 37
	223 38
	226 40
	229 40
	232 38
	232 35
	231 31
	231 28
	231 25
	231 21
	232 17
	234 14
	235 11
	237 8
	241 7
	244 7
	247 8
	250 9
	253 9
	255 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 8
	49 11
	52 13
	55 14
	58 17
	62 19
	66 22
	69 24
	72 28
	76 33
	80 38
	81 42
	84 48
	85 52
	86 56
	87 59
	87 63
	88 67
	88 70
	88 74
	88 77
	88 80
	87 83
	84 85
	81 86
	77 87
	74 87
	71 86
	68 84
	65 80
	65 77
	65 74
	66 71
	67 68
	69 63
	72 56
	75 52
	77 48
	80 45
	82 42
	84 38
	85 32
	85 29
	85 25
	85 21
	85 17
	84 14
	83 11
	82 7
	79 4
	76 4
	73 5
	70 6
	67 7
	64 9
	61 11
	58 13
	55 16
	55 19
	55 22
	58 20
	59 17
	62 15
	66 13
	68 12
.PEN_UP
.PEN_DOWN
	109 73
	112 73
	115 71
	115 68
	116 64
	116 59
	116 52
	115 49
	114 46
	113 42
	112 38
	111 34
	110 31
	109 27
	107 23
	106 20
	105 17
	103 14
	101 9
	99 6
	96 3
	95 0
	93 3
	95 7
	97 10
.PEN_UP
.PEN_DOWN
	154 73
	153 68
	151 64
	150 61
	148 56
	147 53
	145 50
	143 47
	142 44
	140 37
	139 34
	138 31
	137 28
	136 24
	135 19
	134 15
	133 11
	131 7
	130 4
	130 7
	131 10
	132 13
	134 16
	135 20
	136 23
	137 26
	138 29
	139 33
	139 36
	139 40
	139 43
	139 46
	137 49
	134 51
	131 52
	128 53
	125 52
	122 51
	119 49
	118 46
	118 43
	119 40
	121 37
	124 35
	129 33
	132 33
	136 33
	140 33
	144 33
	147 34
	149 34
.PEN_UP
.PEN_DOWN
	200 56
	200 59
	199 63
	198 67
	197 71
	195 74
	191 76
	187 76
	183 75
	178 75
	175 74
	170 71
	163 65
	159 60
	157 56
	156 53
	154 50
	153 46
	152 43
	152 40
	152 37
	152 34
	152 31
	154 26
	154 23
	156 20
	159 17
	161 14
	165 12
	168 12
	174 14
	177 16
	181 19
	185 24
	187 27
	190 30
	192 34
	194 37
	196 41
	199 46
	202 50
	203 53
	202 56
	199 56
	198 53
	197 50
	196 46
	195 41
	194 37
	194 34
	194 31
	195 26
	195 22
	197 18
	199 15
	201 12
	204 11
	207 9
	210 9
	211 10
.PEN_UP
.PEN_DOWN
	237 80
	236 77
	234 73
	232 68
	231 63
	230 60
	229 56
	227 50
	225 44
	223 39
	221 36
	219 31
	217 26
	214 22
	212 18
	210 15
	208 12
	206 9
	203 8
	201 11
	201 14
	202 17
	204 20
