


.DATE		Aug. 92
.STYLE		PRINTED
.WRITER_ID	scoh
	59 26
	58 21
	58 18
	58 15
	58 12
	59 9
	62 8
	66 8
	70 9
	73 11
	76 13
	80 15
	83 16
	88 21
	94 24
	97 27
	101 30
	104 32
	108 36
	109 39
	112 43
	115 47
	117 51
	120 54
	121 58
	122 61
	123 64
	123 67
	120 69
	117 69
	114 68
	111 65
	108 63
	104 60
	102 57
	100 53
	97 48
	96 45
	95 42
	94 37
	92 34
	91 31
	88 28
	87 25
	85 22
	84 18
	83 14
	82 11
	81 7
	79 4
	77 7
	78 10
	80 13
	83 14
	86 17
	89 19
	92 21
	95 24
	98 24
	101 25
	104 25
	107 25
	107 21
	108 17
	108 14
	108 11
	108 7
	109 4
	112 3
	115 3
	118 5
	121 5
	124 8
	127 9
	129 12
	130 15
	132 18
	132 21
	132 25
	129 26
	126 25
	123 23
	121 20
	120 17
	118 14
	118 11
	118 7
	117 4
	119 1
	122 0
	125 0
	128 0
	132 0
	135 0
.PEN_UP
.PEN_DOWN
	44 35
	47 35
	51 35
	57 35
	61 35
	66 35
	70 36
	74 36
	77 35
	80 35
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 37
	37 39
	42 40
	45 42
	49 42
	52 42
	54 39
	54 36
	53 33
	51 30
	49 26
	48 23
	47 20
	47 17
	46 14
	45 11
	45 8
	46 4
	48 1
	51 0
	54 1
	57 5
	60 8
	63 10
	63 13
	67 16
	70 20
	71 24
	73 28
	75 31
	77 34
	80 37
	80 40
	82 43
	81 39
	80 36
	78 33
	78 29
	76 25
	76 22
	76 19
	76 16
	76 13
	76 10
	80 9
	83 10
	85 13
	89 15
	92 18
	95 21
	99 25
	102 27
	102 30
	105 31
	107 34
	111 36
	114 37
	117 35
	117 31
	117 28
	116 25
	115 22
	112 18
	110 14
	106 10
	104 7
	103 4
	103 7
	104 10
	107 12
	110 15
	113 19
	116 21
	119 23
	122 25
	125 27
	129 30
	133 31
	133 28
	131 25
	131 21
	131 18
	131 15
	133 12
	136 12
	139 12
	142 14
	145 16
	148 18
	150 21
	153 23
	155 26
	158 28
	161 30
	163 33
	166 36
	166 39
	169 41
	170 44
	170 41
	169 38
	168 35
	167 32
	167 29
	167 26
	167 22
	170 19
	173 19
	176 21
	179 22
	183 25
	186 28
	188 31
	191 33
	192 36
	195 37
	198 39
	201 41
	204 42
	205 39
	204 36
	203 33
	203 30
	203 27
	202 24
	202 21
	203 18
	203 15
	203 12
	203 9
	206 9
	209 10
	210 13
	211 16
	212 19
	215 23
	215 26
	217 29
	218 32
	218 35
	219 38
	222 40
	222 37
	224 34
	227 32
	232 31
	236 31
	239 31
	242 31
	246 31
	249 32
	252 33
	255 35
	258 37
	261 37
	263 40
	263 43
	262 46
	260 49
	257 50
	254 49
	251 49
	248 46
	247 43
	243 40
	243 37
	243 34
	243 31
	247 28
	250 27
	254 27
	257 29
	260 30
	263 33
	266 35
	269 38
	272 41
	275 44
	278 46
	282 49
	285 52
	288 52
	292 53
	295 54
	298 53
	301 52
	304 50
	306 47
	306 44
	304 41
	301 38
	300 35
	300 31
	303 28
	306 27
	310 28
	313 29
	316 31
	319 33
	323 37
	325 40
	328 42
	330 45
	333 47
	334 50
	337 51
	337 48
	335 44
	333 41
	332 37
	330 34
	329 31
	327 28
	325 25
	322 22
	321 19
	318 16
	315 16
	312 16
	309 16
	306 16
	303 17
	300 17
	303 18
	306 17
	309 16
	313 14
	317 13
	321 12
	325 12
	328 12
	331 12
	335 12
	338 12
	342 13
	345 15
	348 19
	351 23
	352 26
	352 29
	352 32
	351 35
	348 36
	345 35
	343 32
	340 29
	339 26
	337 23
	337 20
	337 17
	340 14
	345 12
	348 12
	352 12
	357 12
	360 13
	363 13
	366 13
	369 13
.PEN_UP
.PEN_DOWN
	167 60
	168 57
	169 56
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	38 35
	41 36
	46 40
	49 41
	53 43
	56 44
	59 45
	60 42
	60 39
	60 34
	60 30
	59 26
	57 22
	56 18
	55 15
	55 11
	55 8
	54 5
	54 2
	57 0
	60 2
	64 5
	68 9
	72 12
	73 15
	77 20
	80 24
	83 27
	84 30
	87 33
	89 36
	91 39
	94 43
	96 46
	97 42
	95 38
	94 34
	94 31
	94 28
	92 25
	91 22
	91 19
	91 16
	93 19
	96 22
	98 25
	101 29
	104 34
	106 37
	109 40
	112 42
	115 44
	118 44
	119 41
	119 38
	119 34
	118 30
	117 27
	113 21
	112 18
	111 15
	112 18
	115 20
	116 23
	119 26
	122 29
	125 31
	129 34
	131 37
	134 38
	135 35
	134 32
	133 28
	132 25
	132 22
	134 19
	137 19
	140 20
	144 21
	148 23
	151 26
	154 29
	158 32
	161 35
	163 38
	164 41
	168 45
	169 48
	170 45
	168 42
	167 39
	167 36
	164 32
	163 27
	162 24
	162 21
	164 18
	167 18
	170 19
	174 19
	177 22
	180 25
	184 26
	186 29
	190 31
	193 34
	194 37
	198 40
	199 43
	200 46
	203 47
	205 44
	207 41
	207 38
	207 35
	207 32
	206 29
	205 25
	206 22
	206 19
	209 17
	212 19
	216 23
	217 26
	218 29
	218 32
	219 35
	219 38
	220 42
	223 40
	226 39
	230 38
	233 39
	236 39
	240 40
	243 41
	246 44
	249 46
	252 48
	255 50
	255 53
	254 56
	250 56
	246 55
	243 54
	241 51
	239 47
	237 44
	237 41
	237 38
	237 35
	237 32
	240 31
	243 30
	246 30
	249 32
	252 34
	255 37
	258 40
	262 42
	265 45
	268 47
	271 50
	274 52
	277 52
	279 49
	280 46
	280 43
	280 40
	280 37
	280 34
	280 31
	280 26
	280 23
	283 22
	287 23
	290 24
	294 26
	297 27
	300 29
	304 32
	307 34
	309 37
	312 39
	315 42
	317 45
	318 48
	321 51
	323 48
	323 45
	323 42
	322 39
	320 34
	319 31
	318 28
	315 24
	313 21
	310 19
	307 18
	304 19
	300 21
	298 24
	298 21
	304 21
	308 21
	311 21
	314 22
	318 22
	321 23
	324 23
	329 25
	334 26
	337 27
	341 27
	344 28
	347 30
	351 32
	354 34
	356 38
	357 42
	357 45
	357 48
	354 50
	351 51
	348 51
	344 50
	341 48
	339 45
	338 42
	337 39
	336 36
	336 31
	336 27
	337 24
	340 21
	343 19
	346 17
	349 17
	352 17
	355 17
.PEN_UP
.PEN_DOWN
	156 67
	156 64
	158 61
	160 58
	161 57
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 56
	36 59
	39 61
	43 63
	47 65
	52 66
	54 62
	54 59
	52 55
	49 53
	48 49
	44 45
	42 42
	40 39
	38 36
	39 39
	41 42
	43 47
	47 50
	49 53
	53 54
	55 57
	59 58
	62 59
	66 60
	67 57
	67 54
	66 50
	64 47
	63 44
	62 41
	62 38
	65 36
	68 36
	71 37
	74 39
	78 41
	79 44
	82 46
	85 49
	88 52
	91 54
	93 57
	91 54
	88 49
	87 46
	86 43
	85 40
	86 37
	88 33
	91 33
	94 34
	97 36
	100 39
	100 42
	101 47
	102 51
	102 54
	99 57
	96 58
	93 58
	90 57
	90 54
	91 50
	94 47
	97 47
	100 47
	104 48
	107 50
	110 52
	111 55
	114 56
	115 59
	118 62
	119 65
	122 67
	124 70
	127 73
	128 76
	130 80
	132 83
	135 86
	137 89
	134 84
	132 81
	131 78
	129 75
	128 70
	126 67
	126 63
	125 60
	125 56
	125 53
	125 50
	125 46
	127 43
	130 41
	134 39
	137 39
	139 42
	144 43
	147 46
	150 49
	154 52
	158 55
	161 58
	163 62
	166 64
	168 67
	172 71
	176 75
	178 79
	181 83
	183 87
	184 91
	184 95
	181 98
	179 101
	175 101
	171 99
	168 97
	167 94
	165 91
	164 88
	162 84
	159 80
	158 76
	155 72
	153 69
	151 64
	148 62
	146 59
	146 56
	143 54
	143 51
	141 48
	140 45
	142 48
	145 51
	148 54
	152 57
	154 60
	157 62
	160 64
	163 65
	164 62
	164 59
	162 56
	158 53
	158 50
	157 47
	157 44
	159 41
	162 40
	166 40
	171 42
	175 43
	177 47
	180 49
	182 52
	185 54
	188 56
	189 59
	188 56
	186 53
	183 51
	183 48
	181 45
	181 42
	184 40
	187 41
	191 43
	195 45
	198 47
	201 50
	204 52
	207 54
	210 57
	213 60
	216 62
	220 64
	223 66
	226 65
	226 62
	225 59
	223 56
	222 53
	219 50
	216 48
	215 45
	212 42
	214 45
	216 48
	219 49
	221 52
	224 54
	226 57
	229 58
	232 60
	234 63
	237 64
	241 65
	241 62
	242 59
	241 56
	241 53
	240 50
	240 46
	243 45
	246 45
	250 47
	255 49
	257 52
	260 53
	263 54
	265 57
	268 60
	271 62
	274 64
	274 67
	272 64
	269 61
	266 58
	266 55
	263 55
	262 52
	260 49
	259 46
	259 43
	262 43
	266 45
	268 48
	271 50
	273 53
	275 56
	276 59
	277 62
	278 65
	278 68
	279 65
	278 62
	278 59
	277 56
	276 52
	274 48
	272 44
	272 41
	270 37
	268 34
	267 31
	264 28
	263 24
	260 21
	256 18
	255 14
	252 11
	249 8
	247 4
	244 0
	241 0
	240 3
	241 7
	241 10
	242 13
	243 16
	244 19
	246 22
	249 23
	253 25
	258 26
	261 27
	265 27
	269 27
	275 27
	278 28
	281 28
	284 27
	287 27
	291 27
	290 27
.PEN_UP
.PEN_DOWN
	107 74
	110 74
	113 73
	116 73
	119 73
	123 73
	127 75
	130 75
	133 75
.PEN_UP
.PEN_DOWN
	182 77
	182 74
	182 71
	184 71
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 11
	42 14
	44 18
	48 21
	51 27
	56 29
	59 32
	62 35
	66 37
	69 40
	71 43
	74 46
	76 49
	79 53
	82 57
	85 62
	88 65
	89 68
	90 71
	92 74
	93 77
	91 73
	90 70
	88 67
	88 64
	86 61
	86 57
	84 54
	83 51
	83 46
	81 42
	80 38
	80 35
	80 31
	80 27
	82 24
	85 21
	88 20
	94 19
	98 19
	101 20
	105 21
	110 23
	116 26
	121 29
	124 34
	130 37
	133 39
	137 43
	141 46
	142 50
	145 52
	147 56
	149 60
	151 63
	152 66
	154 69
	154 72
	154 75
	154 78
	151 81
	148 81
	145 81
	143 78
	140 75
	138 72
	135 69
	133 66
	130 63
	128 58
	126 54
	124 50
	122 47
	121 43
	118 39
	115 33
	113 29
	110 25
	109 21
	107 17
	106 14
	103 11
	103 8
	100 7
	99 4
	97 0
	98 3
	100 7
	102 10
	105 13
	106 16
	109 19
	111 22
	115 25
	117 28
	120 29
	125 32
	128 35
	131 37
	133 34
	133 31
	133 27
	131 23
	131 19
	131 16
	134 16
	137 16
	141 18
	145 20
	148 22
	153 25
	157 27
	160 30
	163 31
	166 34
	164 31
	163 28
	162 25
	161 22
	161 19
	163 16
	167 16
	170 17
	173 19
	177 22
	179 25
	182 26
	185 29
	188 31
	190 34
	194 35
	197 37
	198 40
	197 37
	194 34
	192 31
	191 28
	189 25
	189 22
	189 19
	189 16
	191 13
	188 11
	184 10
	181 10
	178 10
	175 10
	172 12
	171 15
	171 18
	174 18
	175 15
	178 13
	181 11
	185 10
	188 10
	191 9
	194 9
	197 10
	200 10
	204 11
	207 12
	210 14
	214 16
	218 17
.PEN_UP
.PEN_DOWN
	49 49
	52 49
	55 48
	60 48
	66 48
	73 49
	76 49
	79 50
	82 50
	85 50
	89 50
	92 51
	96 51
.PEN_UP
.PEN_DOWN
	160 53
	160 50
	160 47
	160 44
	161 45
.PEN_UP
.PEN_DOWN
	63 34
	59 32
	56 30
	54 27
	51 24
	48 21
	42 15
	40 12
	38 9
	38 6
	37 3
	40 1
	44 2
	47 4
	51 7
	54 11
	58 15
	60 19
	63 21
	65 25
	67 28
	64 22
	64 18
	64 15
	65 12
	68 11
	72 11
	76 13
	79 15
	82 17
	85 19
	91 24
	93 27
	96 30
	98 33
	101 36
	105 41
	107 44
	109 47
	112 52
	113 55
	116 60
	117 63
	117 67
	117 70
	113 70
	110 66
	110 63
	107 58
	105 53
	102 45
	100 42
	99 39
	99 36
	98 33
	97 30
	95 25
	95 22
	94 18
	94 13
	94 9
	95 6
	98 3
	101 1
	105 0
	111 1
	115 2
	119 5
	124 9
	127 14
	129 17
	130 20
	133 23
	137 30
	139 34
	141 37
	143 40
	144 44
	145 47
	148 50
	149 55
	150 59
	152 64
	152 67
	150 70
	146 71
	139 68
	135 65
	134 62
	131 59
	129 56
	128 53
	127 50
	125 47
	124 44
	124 41
	123 34
	122 29
	122 26
	123 22
	124 19
	126 15
	131 10
	134 10
	139 9
	143 9
	147 10
	152 12
	157 15
	161 19
	163 22
	165 26
	165 27
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 3
	30 6
	33 8
	36 15
	40 17
	42 21
	43 24
	47 29
	49 33
	52 38
	55 41
	58 45
	60 48
	63 52
	66 56
	69 60
	70 63
	71 66
	73 70
	75 73
	75 77
	75 74
	73 71
	70 66
	70 63
	70 60
	70 57
	67 54
	66 48
	65 45
	65 42
	64 39
	64 36
	64 33
	63 29
	63 25
	66 23
	67 20
	71 19
	75 19
	79 19
	83 20
	86 21
	89 23
	94 26
	97 27
	98 32
	103 34
	105 37
	109 42
	112 45
	112 48
	114 51
	118 55
	121 57
	121 62
	122 66
	121 69
	119 72
	116 74
	113 74
	110 73
	107 72
	105 68
	101 64
	100 60
	96 55
	96 52
	91 47
	89 44
	87 41
	86 38
	85 35
	82 30
	80 27
	79 23
	77 19
	73 16
	72 13
	70 9
	68 6
	66 3
	64 0
	65 3
	66 6
	69 8
	72 11
	75 14
	78 17
	82 20
	86 23
	90 25
	94 27
	97 29
	100 30
	100 27
	100 23
	100 19
	100 15
	101 12
	104 10
	107 8
	110 8
	113 8
	116 9
	119 10
	122 12
	124 15
	126 18
	126 21
	125 24
	122 26
	119 27
	116 27
	113 27
	112 24
	112 21
	111 18
	111 15
	111 12
	115 10
	119 11
	124 14
	127 16
	130 18
	133 21
	136 23
	139 24
	142 25
	145 26
	145 22
	144 19
	144 16
	140 12
	138 9
	135 7
	134 4
	138 6
	142 11
	147 13
	149 16
	152 17
	155 18
	156 15
	157 12
	158 8
	160 5
	162 2
	165 1
	168 2
	171 2
.PEN_UP
.PEN_DOWN
	33 49
	40 48
	44 48
	47 48
	53 48
	57 48
	60 48
	64 48
	68 48
	72 49
	75 49
	78 49
	81 49
	84 47
	86 48
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 21
	25 23
	26 26
	30 29
	33 33
	36 36
	39 39
	40 42
	42 45
	43 48
	46 50
	46 54
	50 57
	54 63
	55 66
	58 71
	59 74
	60 78
	61 82
	62 87
	63 90
	64 93
	63 89
	61 84
	60 79
	58 74
	57 71
	55 67
	55 64
	54 61
	54 57
	52 52
	52 48
	52 45
	52 41
	52 38
	52 34
	55 32
	58 32
	61 33
	65 36
	68 38
	70 41
	74 44
	76 47
	78 50
	80 53
	83 56
	86 59
	89 65
	94 68
	97 70
	101 74
	103 77
	105 80
	106 83
	108 88
	109 91
	109 94
	104 96
	99 95
	95 94
	92 93
	89 91
	86 88
	83 85
	81 82
	79 78
	78 74
	76 69
	74 65
	72 61
	70 56
	68 53
	66 48
	64 44
	61 41
	60 38
	57 35
	55 31
	52 29
	51 26
	48 24
	49 27
	51 30
	54 33
	57 35
	60 38
	65 42
	68 44
	71 46
	75 48
	77 45
	76 42
	75 39
	74 36
	74 33
	76 30
	80 31
	83 31
	86 32
	89 33
	92 34
	96 37
	99 39
	102 42
	105 43
	102 41
	100 38
	98 35
	98 32
	98 29
	100 25
	103 25
	106 26
	107 29
	109 32
	110 35
	110 38
	112 41
	113 44
	110 45
	107 47
	104 46
	103 43
	103 40
	105 37
	108 37
	111 37
	114 38
	117 40
	120 41
	123 43
	126 44
	130 47
	131 50
	132 47
	129 43
	126 41
	125 38
	124 35
	124 32
	127 33
	130 34
	133 36
	135 39
	137 42
	139 45
	140 48
	141 45
	139 42
	137 38
	136 34
	139 32
	142 33
	144 36
	147 39
	150 41
	152 44
	156 46
	157 49
	154 47
	151 45
	148 43
	146 40
	145 37
	144 33
	144 30
	147 30
	151 32
	154 37
	155 40
	156 43
	155 40
	154 37
	152 32
	152 29
	150 26
	149 23
	148 19
	146 16
	145 11
	141 9
	139 6
	136 3
	132 1
	129 0
	126 1
	124 4
	126 7
	131 13
	136 16
	138 20
	141 23
	144 26
	148 29
	152 32
	156 34
	159 36
	163 38
	167 40
	171 43
	175 46
	178 49
	181 52
	184 55
	187 58
	190 60
	191 63
	191 66
	189 69
	187 72
	184 72
	181 70
	178 68
	176 63
	174 60
	172 57
	171 53
	170 49
	169 45
	167 42
	166 39
	163 36
	163 33
	161 30
	159 26
	161 30
	163 33
	165 36
	168 38
	171 40
	174 42
	177 43
	180 44
	182 41
	180 38
	180 34
	180 30
	184 31
	187 32
	190 34
	194 38
	197 40
	200 43
	203 46
	205 49
	208 53
	209 56
	212 60
	216 64
	217 67
	218 70
	221 72
	222 76
	224 79
	225 82
	227 85
	227 88
	227 91
	224 88
	222 85
	220 82
	219 78
	218 75
	216 71
	215 66
	213 62
	213 58
	212 55
	211 51
	211 48
	211 44
	211 41
	211 38
	211 34
	214 33
	218 35
	221 39
	221 40
.PEN_UP
.PEN_DOWN
	203 68
	206 68
	211 69
	214 69
	220 69
	223 69
	227 70
	231 70
	234 70
	238 70
	241 70
	244 72
	244 71
.PEN_UP
.PEN_DOWN
	35 70
	39 70
	43 71
	46 71
	49 72
	53 72
	56 72
	59 72
	65 72
	68 72
	71 74
	72 74
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 0
	35 3
	39 7
	41 10
	46 14
	49 17
	52 21
	56 25
	59 28
	60 24
	60 21
	58 17
	58 14
	58 11
	58 8
	58 5
	61 3
	64 3
	67 4
	70 6
	73 9
	76 12
	79 14
	84 18
	86 22
	90 26
	92 29
	94 32
	96 35
	97 38
	98 42
	100 45
	103 48
	103 51
	105 54
	106 57
	107 62
	107 65
	107 69
	109 72
	108 69
	107 64
	106 61
	104 58
	104 55
	102 52
	100 47
	99 43
	98 39
	97 36
	95 33
	95 30
	94 27
	94 22
	92 18
	92 14
	92 11
	94 8
	95 5
	99 4
	102 4
.PEN_UP
.PEN_DOWN
	80 47
	84 48
	87 48
	91 48
	94 48
	98 49
	106 49
	110 49
	113 49
	116 50
	119 50
	120 50
.PEN_UP
.PEN_DOWN
	47 45
	49 42
	52 39
.PEN_UP
.PEN_DOWN
	32 36
	36 38
	39 38
	42 37
	43 34
	43 31
	43 28
	43 25
	43 22
	43 19
	43 16
	43 13
	42 10
	42 7
	42 4
	42 0
	45 2
	46 5
	49 7
	51 10
	52 13
	54 18
	56 22
	56 25
	57 29
	58 32
	59 35
	60 32
	60 28
	60 25
	60 21
	60 17
	61 13
	61 9
	62 6
	64 2
	67 0
	67 3
	69 6
	70 10
	72 14
	73 18
	74 22
	75 26
	75 29
	75 33
	75 36
	74 39
	76 36
	79 35
	82 33
	85 32
	89 31
	92 30
	95 30
	98 30
	101 30
	104 30
	107 30
	110 31
	113 33
	116 35
	116 38
	116 41
	113 43
	109 43
	106 42
	103 41
	100 39
	97 37
	95 34
	94 30
	92 27
	92 23
	93 20
	97 18
	101 16
	104 15
	107 15
	110 14
	114 15
	115 15
.PEN_UP
.PEN_DOWN
	28 24
	31 26
	34 28
	37 29
	39 32
	42 33
	45 35
	48 35
	48 32
	48 29
	48 26
	46 23
	45 20
	42 16
	38 12
	36 9
	34 6
	31 5
	32 8
	34 12
	36 15
	39 18
	40 21
	42 24
	45 26
	49 29
	53 31
	56 33
	58 29
	58 25
	55 22
	55 18
	52 15
	51 11
	49 7
	47 4
	46 1
	46 4
	47 7
	49 10
	51 13
	53 16
	56 18
	61 21
	63 24
	66 25
	69 28
	71 31
	74 34
	78 35
	78 32
	78 28
	78 24
	78 20
	76 16
	75 13
	75 10
	75 6
	75 3
	75 0
	78 1
	81 2
	86 4
	87 7
	90 8
	95 14
	98 18
	101 21
	102 24
	105 28
	107 33
	109 36
	110 39
	111 35
	110 31
	110 28
	110 25
	109 21
	109 17
	109 14
	109 11
	109 8
	112 8
	115 10
	118 11
	121 14
	123 17
	127 20
	128 23
	130 26
	131 29
	134 33
	136 36
	138 39
	139 42
	138 39
	135 35
	134 31
	133 28
	132 25
	131 22
	131 19
	130 16
	130 13
	130 9
	133 7
	136 7
	140 10
	142 13
	145 16
	147 19
	151 23
	152 26
	155 28
	158 31
	160 34
	164 39
	167 42
	167 45
	170 48
	170 45
	170 42
	170 38
	170 35
	169 31
	169 28
	168 25
	166 21
	165 18
	163 15
	161 12
	158 10
	154 10
	151 13
	149 16
	152 17
	155 15
	158 12
	161 11
	167 11
	171 12
	175 14
	179 16
	182 19
	185 22
	188 26
	189 29
	193 34
	194 37
	196 40
	198 45
	200 49
	202 53
	203 56
	204 59
	206 62
	206 65
	207 68
	204 66
	202 60
	200 57
	199 54
	198 51
	197 47
	197 43
	197 39
	197 36
	198 32
	198 29
	200 26
	202 23
	205 21
	209 21
.PEN_UP
.PEN_DOWN
	186 49
	189 49
	193 50
	196 51
	199 51
	203 51
	208 51
	211 51
	215 51
	218 51
	222 51
	225 51
	228 52
	231 53
	232 53
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 21
	37 23
	40 26
	43 29
	46 30
	49 30
	50 26
	50 23
	49 20
	49 16
	46 14
	43 8
	43 5
	40 3
	39 0
	39 3
	42 5
	44 11
	46 15
	49 18
	52 21
	54 24
	58 28
	61 30
	64 30
	65 27
	65 24
	65 21
	64 18
	63 15
	61 12
	61 9
	60 6
	60 3
	63 3
	66 3
	69 5
	73 7
	75 10
	76 13
	79 15
	81 20
	83 24
	86 26
	88 29
	89 32
	88 29
	87 26
	86 23
	85 20
	84 17
	83 13
	82 9
	81 6
	81 3
	82 0
	85 0
	88 1
	92 5
	94 8
	96 12
	97 15
	97 18
	97 21
	95 26
	92 29
	89 30
	86 30
	83 28
	83 25
	83 22
	86 20
	90 19
	94 19
	98 22
	102 25
	105 27
	107 30
	111 35
	114 37
	116 41
	119 45
	122 49
	124 52
	127 56
	128 59
	130 62
	130 65
	126 64
	125 61
	121 57
	119 54
	119 51
	116 46
	116 43
	116 40
	115 37
	114 32
	113 29
	112 26
	111 21
	111 18
	110 13
	110 10
	110 7
	111 4
	115 4
.PEN_UP
.PEN_DOWN
	97 41
	101 41
	104 42
	109 42
	112 43
	117 43
	121 43
	125 43
	128 42
	131 42
	135 41
	137 40
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 34
	38 37
	42 39
	45 40
	48 40
	51 40
	53 37
	53 33
	53 29
	53 26
	52 23
	50 20
	49 16
	48 12
	48 9
	48 5
	51 4
	55 6
	60 9
	62 12
	63 15
	66 17
	66 20
	67 23
	69 28
	69 31
	72 34
	72 37
	71 33
	71 30
	70 24
	70 21
	70 18
	70 14
	71 11
	72 8
	75 5
	78 7
	79 11
	80 14
	80 17
	82 20
	82 23
	82 27
	82 31
	82 35
	87 34
	90 32
	93 31
	96 31
	101 31
	105 31
	108 31
	112 33
	116 35
	119 37
	123 39
	126 42
	130 45
	132 48
	133 51
	136 52
	139 55
	140 58
	140 62
	140 65
	140 68
	139 71
	136 73
	133 73
	130 72
	127 70
	125 67
	124 64
	123 61
	121 58
	120 54
	118 50
	115 46
	114 43
	112 39
	110 35
	109 32
	108 28
	105 26
	105 23
	103 20
	102 17
	99 15
	98 11
	96 7
	94 3
	92 0
	95 3
	96 7
	98 10
	100 14
	103 16
	105 19
	107 22
	110 25
	114 28
	117 30
	121 31
	121 28
	121 25
	121 22
	119 19
	118 16
	117 13
	118 10
	122 9
	125 9
	128 10
	131 12
	134 15
	137 18
	140 20
	143 23
	146 26
	146 23
	145 19
	143 16
	142 11
	142 8
	145 8
	148 10
	151 12
	154 15
	157 17
	160 21
	164 25
	167 27
	169 30
	171 33
	174 32
	171 32
	168 31
	165 28
	162 25
	159 21
	157 17
	157 14
	158 11
	162 9
	165 9
	168 9
	172 10
	175 10
	178 11
	184 13
	187 15
	190 17
	193 18
	197 22
	201 25
	203 30
	206 32
	209 35
	210 38
	212 41
	215 44
	216 48
	219 52
	222 56
	225 62
	226 66
	227 70
	229 73
	229 77
	229 80
	226 80
	223 80
	220 78
	217 75
	214 73
	212 70
	208 65
	206 62
	205 59
	203 56
	201 53
	199 50
	196 44
	194 40
	193 37
	190 32
	188 29
	188 26
	185 21
	184 18
	184 14
	183 11
	182 8
	183 11
	185 14
	188 16
	191 20
	194 23
	197 25
	201 27
	205 29
	207 32
	210 32
	211 29
	210 25
	209 22
	209 18
	209 15
	209 11
	211 8
	214 6
	217 6
	220 7
	223 8
	227 10
.PEN_UP
.PEN_DOWN
	148 42
	149 39
	150 39
.PEN_UP
.PEN_DOWN
	34 27
	38 29
	41 29
	44 31
	49 31
	52 27
	52 24
	52 21
	52 18
	50 15
	49 12
	48 9
	48 6
	48 3
	48 0
	51 0
	54 4
	57 7
	58 11
	59 14
	60 17
	61 21
	63 24
	63 27
	64 30
	65 33
	66 30
	66 27
	66 23
	66 18
	67 15
	69 12
	72 10
	75 9
	78 10
	79 13
	80 17
	81 20
	81 23
	81 26
	81 29
	79 32
	82 34
	85 31
	90 29
	93 29
	97 29
	100 28
	105 28
	109 28
	112 29
	116 29
	119 30
	122 32
	123 35
	121 38
	118 38
	115 39
	111 39
	108 38
	104 37
	101 33
	100 30
	99 27
	99 23
	99 19
	100 16
	101 13
	106 9
	109 9
	112 8
	119 7
	123 7
	126 7
	130 9
	132 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 40
	36 40
	39 41
	42 41
	45 42
	48 43
	52 44
	56 46
	60 49
	63 50
	67 53
	69 56
	72 58
	75 60
	75 64
	76 68
	78 72
	78 75
	77 78
	74 78
	73 75
	70 72
	68 69
	66 66
	64 62
	61 58
	59 53
	57 50
	55 46
	55 43
	52 38
	52 35
	50 30
	49 26
	49 21
	48 16
	47 13
	47 9
	47 6
	47 3
	49 0
	52 0
	54 3
	57 6
	59 9
	59 14
	61 17
	61 20
	62 24
	62 27
	63 31
	63 34
	63 38
	62 41
	62 44
	59 46
	56 48
	53 49
	53 46
	57 46
	60 46
	64 46
	67 46
	70 47
	75 48
	81 50
	86 51
	89 52
	93 53
	96 54
	100 55
	103 57
	100 56
	97 53
	95 50
	92 46
	92 43
	91 39
	91 36
	91 33
	94 31
	97 31
	100 33
	103 35
	104 38
	107 41
	110 43
	112 47
	114 50
	116 54
	117 57
	120 60
	122 63
	124 67
